target,target_index_1based,k,cum_evr_percent,train_rmse,train_r2,train_accuracy,test_rmse,test_r2,test_accuracy,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std
F_malt_bread,18,1,14.323115634427936,0.47462615726817114,0.04016361008054248,0.20040860780051914,0.49811311647871953,-0.02734147153654698,0.019643267134056536,0.481668236381673,0.0405377932777149,-0.019827951790473808,0.14194858643029493
F_malt_bread,18,2,22.498372323314324,0.4401032118896537,0.17471690504295523,0.4179915131231199,0.49784708566135855,-0.026244405430455586,0.1966039739807124,0.4487318968601966,0.04310627273443607,0.11255685721879367,0.14205890646756028
F_malt_bread,18,3,28.32858601341222,0.4397851251590562,0.17590942865394643,0.41941557988938155,0.48585161639268265,0.022613878056649828,0.21382227955560185,0.451021485738124,0.04169412504597505,0.10275508645884504,0.14616160137292164
F_malt_bread,18,4,33.20609771142012,0.4322838403792053,0.20378221320597112,0.45142243321081316,0.5206333374947897,-0.12233578813864643,0.1336915187667191,0.4457496855666901,0.04227319364089458,0.12150732539618177,0.15942177471017815
F_malt_bread,18,5,37.27551848649523,0.43064269687691625,0.20981633755198914,0.4580571335019125,0.7642206836381408,-1.4182235131893628,0.019570401162357944,0.4574707511384276,0.03514935624347266,0.08144381822442495,0.10010213452357279
F_malt_bread,18,6,40.411781661541944,0.4253345156490866,0.2291761799710197,0.4787234900973838,0.5203103527258293,-0.12094369547737904,0.2222354141558753,0.4492758925170451,0.02988335793957524,0.1120065686438203,0.1073825154902476
F_malt_bread,18,7,43.3565036214753,0.4246629893306111,0.23160824152315407,0.4812569391948072,0.5809749237912185,-0.3975702251643747,0.1841303347736677,0.44952771219228627,0.029484724852408876,0.11011936975379781,0.11605762556276346
F_malt_bread,18,8,45.89358459636036,0.41744550245958706,0.25750515002372876,0.5074496526984019,1.0114364444011505,-3.235805995028201,0.11082524591515204,0.4441960633454958,0.059230686761765496,0.13633320779058886,0.13347554107904439
F_malt_bread,18,9,48.25644333704925,0.4132677991514172,0.2722922371445715,0.521816286775884,1.6975916231139914,-10.932331527047772,0.08573642445557016,0.4631508516926369,0.06246490954163791,0.06345447832045141,0.14899881626074252
F_malt_bread,18,10,50.33629156130735,0.41271873891077393,0.2742245918023313,0.5236645794803494,1.7473737851731894,-11.64242820996741,0.08527034042177589,0.47049155186058034,0.06631612448572559,0.03506702154234045,0.14766085874706197
F_malt_bread,18,11,52.222987299067626,0.4109021494133294,0.2805995600278508,0.5297164902359095,1.5760641734160763,-9.285055938034128,0.09021940323680737,0.478581899220101,0.08098248479588559,0.004948321108240039,0.17390743179631185
F_malt_bread,18,12,53.816778306876955,0.4034325271796535,0.3065171992504603,0.5536399545286276,2.219000616744968,-19.38795705534715,0.08370452159809108,0.4912620813963559,0.11179058624424755,-0.05351777752637099,0.3289847047307118
F_malt_bread,18,13,55.38234310482218,0.39219469807461654,0.3446137741703368,0.5870381368960084,2.3678204732524812,-22.21434353161779,0.08863704696479398,0.46479507310429147,0.07126053454906345,0.06026962862175709,0.1484614281813399
F_malt_bread,18,14,56.81158323411232,0.3850998559147475,0.36811130542648696,0.6067217693691953,1.6046625085530513,-9.661695527279617,0.11268830869711481,0.4447948038307096,0.0604162788375623,0.1426027881819738,0.06011126651378795
F_malt_bread,18,15,58.14572315320123,0.38502478465501006,0.36835764182957986,0.6069247414874267,1.6384620590009615,-10.115567555513277,0.11170962785018457,0.46033887272755136,0.06944030630179067,0.07954117419801332,0.12752828861883994
F_malt_bread,18,16,59.43462924548314,0.3841465329315496,0.37123594121350634,0.6092913434585349,1.5251057279781142,-8.630720268838013,0.11714484970233026,0.4663816106790451,0.06461987793812271,0.052349526942338166,0.1333663172263354
F_malt_bread,18,17,60.65497223755052,0.3836323525091344,0.3729180170581572,0.6106701376833136,1.7119126248045469,-11.134504685600879,0.11234489172075658,0.4803324160378851,0.07274115211010224,-0.003648199007802222,0.15066542716773254
F_malt_bread,18,18,61.865327244686874,0.3817690145682594,0.37899481412793223,0.6156255470072148,1.7399747640562409,-11.535589536536495,0.11012240940621015,0.47329108271983983,0.0752543935456527,0.02250757770550955,0.18664782742585131
F_malt_bread,18,19,63.00285347619767,0.37951520991135174,0.3863054806725157,0.6215347783290294,2.093866215236778,-17.153347591381245,0.10359179775908038,0.47911243042390395,0.07635150971709107,-0.0009190029596726657,0.18945844541347812
F_malt_bread,18,20,64.08643630652043,0.37927739727486404,0.3870743488594022,0.6221529947363451,2.0439433224230235,-16.29802665359445,0.10554972005179082,0.48169247321755415,0.07674164285895342,-0.010920755798676619,0.18522346988272667
F_malt_bread,18,21,65.10043353414554,0.37397274374925077,0.40409946635497396,0.6356881832746096,1.5533935784830684,-8.991297145503792,0.12346828735959538,0.47596633922226284,0.07706826944195828,0.013181463284952599,0.1818714393368615
F_malt_bread,18,22,66.1023177256293,0.366302905301561,0.428291565468517,0.6544398868257628,1.8017983975310596,-12.442227985091359,0.10665995957328457,0.46381459973643724,0.06404308286213246,0.0547977309447681,0.17575623622077002
F_malt_bread,18,23,67.07160716333205,0.36377414155621224,0.4361578712450209,0.6604224945025885,1.8801557511526694,-13.636812828561846,0.10361842021850681,0.471853204294373,0.07120000150411052,0.027969886504090692,0.16828659305135257
F_malt_bread,18,24,67.99311962409811,0.3596340317642571,0.4489190015301133,0.6700141800962967,1.1703077302287421,-4.670991699531714,0.13226650103325555,0.4581533553742775,0.08104934982304843,0.07030170946014058,0.24117044099156223
F_malt_bread,18,25,68.88065750660239,0.359215477348877,0.45020098900234773,0.6709701848833134,1.1343832236961207,-4.328174681659085,0.13464774176720481,0.46513111193694173,0.08055880397230916,0.045656910562396,0.23162516354746435
F_malt_bread,18,26,69.74972798205994,0.35895195436285526,0.45100736590989454,0.6715708197278188,1.0659652291258095,-3.7048408963091957,0.14047494896833715,0.46754975388284964,0.08219118444597409,0.034235644042106925,0.2414609041364376
F_malt_bread,18,27,70.584059290154,0.35849764016961555,0.45239617187220216,0.6726040230865423,1.115910381986101,-4.156054514479694,0.13385034994335737,0.4674479799039427,0.09704413589659956,0.02800844257216999,0.2928577651043791
F_malt_bread,18,28,71.41716850511489,0.3584606363036971,0.4525092125763648,0.6726880499729165,1.0873864573942547,-3.8958342251836067,0.13625943059887788,0.4731889382294002,0.09717232928430258,0.0010397041054895917,0.30494920691503297
F_malt_bread,18,29,72.21157613055284,0.35844482935960276,0.4525574966253372,0.6727239379012296,1.0888622720507781,-3.909132619733854,0.13608114463312812,0.482532289601326,0.11418847211088341,-0.039370555907819724,0.35975151058978205
F_malt_bread,18,30,72.98438814675106,0.351032228626082,0.47496548330781874,0.6891773961091722,0.5979205752726029,-0.4802867811977245,0.23060758723069855,0.46690088901486354,0.11214491564184252,0.029042964334460696,0.3409762347632882
F_malt_bread,18,31,73.74493125927647,0.3510314304315079,0.4749678710043992,0.6891791283870969,0.5970925538050066,-0.476189713523415,0.231106619048062,0.47226405786358294,0.10608217104608147,0.014286633190815912,0.31322476698569857
F_malt_bread,18,32,74.48228694717449,0.3510245405511135,0.4749884809712456,0.6891940807720603,0.6078205231100369,-0.5297116852517072,0.22603043113119978,0.47507343713141637,0.1058431458993443,0.0025579270945093047,0.3139265036891245
F_malt_bread,18,33,75.16846895200968,0.3498988382976114,0.47835040545751084,0.6916288061218316,0.9056871164062371,-2.396371938231771,0.15587687588501892,0.4810009630885631,0.10389647171488707,-0.026591814826010474,0.32265785797854535
F_malt_bread,18,34,75.84879393698762,0.3495421665094669,0.4794133576238002,0.6923968209226559,0.9513778539247426,-2.7477010442100473,0.14659230459670336,0.48418488002784404,0.1046208193866792,-0.04132899473936309,0.3250114926360454
F_malt_bread,18,35,76.49406848096393,0.3495401314674916,0.4794194193393043,0.6924011982509157,0.9467734185309776,-2.7115129203336648,0.14729908003857517,0.4923370549446185,0.10819353873158874,-0.07843960701860116,0.3479622471216763
F_malt_bread,18,36,77.11763463195678,0.34931238406449716,0.48009758038398753,0.6928907420250233,0.9818417946342053,-2.99155294556876,0.1441073415978841,0.5097826396748555,0.10805901031145816,-0.1753011477360338,0.4349747082300077
F_malt_bread,18,37,77.73524600914087,0.3374253215789175,0.514879961691747,0.7175513651939817,0.9322398214822427,-2.598439164066178,0.15666843962545657,0.49034653122519706,0.13126043091295803,-0.08648425567306228,0.45962946088981305
F_malt_bread,18,38,78.33985159178896,0.33693128520240206,0.5162994846388917,0.7185398281507376,1.0184349159486799,-3.294626748271578,0.14935990730219104,0.4985991948514286,0.138219461640069,-0.1255083255870488,0.48754632594580843
