target,target_index_1based,pc_index_1based_kept,pc_index_1based_full,eigenvalue,evr,evr_percent,coef,intercept,train_rmse,train_r2,train_accuracy,test_rmse,test_r2,test_accuracy
aftertaste,47,2,2,18.993376531507604,0.08175256688886388,8.175256688886389,0.052876310993316786,-0.008523159457142812,0.5572149429355016,0.14533953885232864,0.3812342309556275,0.5899719219347231,0.1908353931772232,0.46952949477627876
aftertaste,47,50,50,1.0296691782332121,0.004431971230985253,0.4431971230985253,0.04295400516819894,-0.00852315945714285,0.6011653465744037,0.005199533091102548,0.07210778800588888,0.6545631026678703,0.003958958850808103,0.16325235496234883
aftertaste,47,90,90,0.37729773726772353,0.001623990260595767,0.1623990260595767,0.06604892404554832,-0.008523159457142888,0.6013752277494381,0.004504794650580735,0.06711776702617933,0.6550229365884326,0.002559019460638523,0.1494217629258768
aftertaste,47,7,7,6.841401450017579,0.029447219599333545,2.9447219599333545,0.0055291373012775515,-0.008523159457142845,0.6025618223672721,0.0005724257054873227,0.023925419651219297,0.657232681682657,-0.004182143274175321,0.13165072611710388
aftertaste,47,42,42,1.255720404848894,0.005404956102503587,0.5404956102503587,-0.01037060814459283,-0.008523159457142849,0.6026229544052987,0.00036962446098509627,0.019225619911587697,0.6573744157832169,-0.004615299455960065,0.1405982524940036
aftertaste,47,84,84,0.45053788384121485,0.0019392354183889022,0.1939235418388902,0.008836063240342671,-0.008523159457142857,0.6027053429106766,9.627382997612344e-05,0.009811922848059103,0.6575112519690619,-0.005033575646389066,0.12739568247451402
aftertaste,47,130,130,0.1079222956184087,0.00046452639301430084,0.046452639301430086,0.028212970185807033,-0.008523159457142878,0.6026634992691041,0.00023510837402263007,0.015333244080187694,0.6578788774570732,-0.0061577518416646715,0.11637347500764453
aftertaste,47,132,132,0.0994625974571709,0.00042811359202344425,0.042811359202344426,-0.02708115219375895,-0.008523159457142842,0.6026741886292427,0.00019964267295036198,0.014129496556849369,0.6581472790732986,-0.0069789043803987205,0.11624062904882598
aftertaste,47,117,117,0.17107781921176593,0.0007363646392788439,0.0736364639278844,0.012596577298423632,-0.008523159457142847,0.6027119669667045,7.429474921960555e-05,0.008619440191765212,0.6582271982341344,-0.007223475155824,0.11902481022668715
aftertaste,47,67,67,0.6634921720629949,0.002855847568063354,0.2855847568063354,-0.007444614083399676,-0.008523159457142852,0.6027040264069133,0.00010064205267767967,0.010032051269681385,0.6583026498684863,-0.007454401538858901,0.1144682550992301
aftertaste,47,96,96,0.32453806198654195,0.0013968985228363213,0.13968985228363212,0.022287726257881474,-0.00852315945714287,0.6026013730920681,0.0004412213020820177,0.021005268436321035,0.6583234848939408,-0.007518173636001935,0.11137386335753385
aftertaste,47,13,13,3.6372389055710395,0.015655647979452337,1.5655647979452336,0.024640571436866408,-0.00852315945714282,0.6009100989672775,0.00604411448423936,0.0777439031965797,0.6584095587389936,-0.007781650891211633,0.11618333571933624
aftertaste,47,64,64,0.7082874418610284,0.0030486583768415316,0.30486583768415315,0.01174922874886744,-0.008523159457142857,0.602653705858445,0.00026760089631483464,0.016358511433338996,0.6585927897245017,-0.008342646754650795,0.11909566638437476
aftertaste,47,51,51,0.9645910051163866,0.0041518573875139455,0.41518573875139453,0.002907151173413857,-0.00852315945714285,0.6027276332512892,2.2311961047960516e-05,0.00472355385781117,0.6586230474196307,-0.008435301353151292,0.11075768443865636
aftertaste,47,75,75,0.5611254707768586,0.002415233937295569,0.2415233937295569,0.005239719074532467,-0.008523159457142852,0.6027216505924221,4.216336775642038e-05,0.006493332561662089,0.6588039635782835,-0.008989388547869792,0.11559118107058015
aftertaste,47,17,17,2.835193416915173,0.012203429920673841,1.220342992067384,0.004722660831853333,-0.008523159457142852,0.6026821982618303,0.00017306749555534573,0.013155511983776935,0.6589242451241933,-0.009357855919397862,0.10976794072804276
