target,target_index_1based,pc_index_1based_kept,pc_index_1based_full,eigenvalue,evr,evr_percent,coef,intercept,train_rmse,train_r2,train_accuracy,test_rmse,test_r2,test_accuracy
clove,42,121,121,0.14879044304209832,0.0006404338179177515,0.06404338179177514,0.13336086177426054,-0.0306890503828572,0.605311286950365,0.00712980989935208,0.08443820165868315,0.4144014525219386,0.033680200621101775,0.18854629073382734
clove,42,88,88,0.3987069396982124,0.0017161411875693,0.17161411875693,-0.018874316134495354,-0.03068905038285716,0.6073645238213239,0.0003826858214702744,0.019562357257518828,0.4193971976024684,0.010241161861624937,0.1620629284302922
clove,42,126,126,0.12786343418962204,0.0005503583809275011,0.0550358380927501,0.006684099418321878,-0.03068905038285715,0.6074760970735936,1.5391405973286254e-05,0.003923188240907628,0.42082637448528604,0.0034840799406731238,0.060705080847406806
clove,42,24,24,2.1409276566935853,0.0092151246076607,0.92151246076607,-0.0014708938471786463,-0.030689050382857158,0.6074769814245256,1.247989071051503e-05,0.0035326888782982223,0.4209140290371213,0.0030689051383847588,0.057026002415456606
clove,42,105,105,0.2424908328388066,0.001043745328731041,0.10437453287310411,0.014960067721959921,-0.03068905038285717,0.6074363573570548,0.00014622060323332686,0.012092171154652956,0.4209841108410897,0.00273690125581727,0.06192377916488231
clove,42,82,82,0.46528172948362084,0.0020026968690204086,0.20026968690204086,0.005323808529750529,-0.03068905038285716,0.6074699797988081,3.553096327157945e-05,0.00596078545760384,0.4210656073901673,0.002350751918229199,0.04875392979216423
clove,42,59,59,0.8213598636507362,0.0035353522888120735,0.35353522888120736,0.0016344894086901874,-0.030689050382857158,0.6074789763284903,5.912127963636493e-06,0.0024314867806036317,0.42107257976198037,0.002317711750776774,0.06449786074949299
clove,42,21,21,2.355795283146291,0.010139972276251194,1.0139972276251195,-0.002963286999554386,-0.030689050382857158,0.6074638427559886,5.573539795777904e-05,0.007465614372454704,0.42109796898152296,0.002197394544031228,0.05624208003009063
clove,42,74,74,0.5732858092185649,0.0024675752827218373,0.24675752827218372,-0.009756449484078717,-0.030689050382857155,0.6074361120106401,0.00014702829440149667,0.012125522438283381,0.42109828774434993,0.0021958839098175087,0.04751165526353351
clove,42,11,11,4.383314666606854,0.01886695737760278,1.886695737760278,-0.0008169730534826113,-0.030689050382857158,0.6074783778434254,7.882504734491036e-06,0.002807579871492057,0.4211088152121561,0.002145993030090554,0.06651152979231668
clove,42,78,78,0.5116066105971625,0.002202091533553649,0.2202091533553649,0.008632034593863133,-0.03068905038285716,0.6074495744022925,0.00010270902792053338,0.010134546261220068,0.42116827701940757,0.0018641732744062445,0.05033702842137115
clove,42,125,125,0.13713763992531633,0.0005902770401238105,0.05902770401238105,-0.003396118113741251,-0.030689050382857158,0.6074794776746217,4.2615576764104546e-06,0.0020643540580240994,0.4213691411439882,0.0009118817610624941,0.036233357000631926
clove,42,117,117,0.17107781921176593,0.0007363646392788439,0.0736364639278844,0.006377966523855088,-0.030689050382857158,0.6074750768844872,1.8750130876377114e-05,0.004330142131253294,0.42155038960377406,5.2197884602311895e-05,0.038898253063033794
clove,42,31,31,1.7669514553930887,0.007605431125254109,0.760543112525411,3.6642005696678724e-05,-0.030689050382857158,0.6074807701416998,6.391888685008951e-09,7.994928984642878e-05,0.4215526219353412,4.160735493097256e-05,0.11451947305382701
clove,42,84,84,0.45053788384121485,0.0019392354183889022,0.1939235418388902,0.003779023616032419,-0.03068905038285716,0.6074755065654791,1.7335511236615808e-05,0.004163593548420292,0.4215844951392874,-0.00010961022043010082,0.043512493904098164
clove,42,100,100,0.28021897028297404,0.0012061373117931349,0.12061373117931348,0.0017034822108854871,-0.030689050382857158,0.6074801066236526,2.190881384422916e-06,0.001480162621046296,0.4216792247371249,-0.0005591078952718043,-0.06564554430547485
clove,42,109,109,0.22031063953247068,0.0009482758510488532,0.09482758510488531,-0.008524643300720414,-0.030689050382857165,0.6074676699727977,4.3135419872553094e-05,0.0065677560758982305,0.42180933950566796,-0.0011766749682950994,0.048258299351541495
clove,42,37,37,1.4348816047509763,0.006176113771840935,0.6176113771840935,0.013734754092900663,-0.030689050382857158,0.6072592149606704,0.0007292962349509935,0.02700548527523843,0.42190134374410637,-0.0016134720450537987,-0.002612738710072129
clove,42,39,39,1.3819623178331806,0.005948335022955433,0.5948335022955432,0.006453601724682009,-0.030689050382857158,0.6074336671895767,0.00015507673484782547,0.012452980962327135,0.421910787759395,-0.0016583136126546716,-0.03890970404375202
clove,42,27,27,1.938381789063368,0.008343313080940655,0.8343313080940655,0.003306277179441857,-0.030689050382857158,0.6074634311403463,5.709051585112146e-05,0.007555826616012217,0.4219779766842126,-0.001977365439910894,-0.012216874953417358
clove,42,42,42,1.255720404848894,0.005404956102503587,0.5404956102503587,-0.007624524859476094,-0.030689050382857158,0.6074210288743948,0.0001966820145657966,0.014024336510728066,0.4219986275924774,-0.0020754380887713086,0.030213265513111626
clove,42,132,132,0.0994625974571709,0.00042811359202344425,0.042811359202344426,0.0028238386481629794,-0.030689050382857158,0.6074801230177845,2.1369072837895686e-06,0.0014618164330638269,0.42207031786831956,-0.0024159376164072377,-0.0832537858591238
clove,42,29,29,1.8456280608235607,0.007944076254379703,0.7944076254379703,0.009351028312612477,-0.03068905038285716,0.6073486854672202,0.00043481954327451167,0.020852327046992355,0.4224682006799486,-0.004306769776743602,-0.07024426168077028
clove,42,70,70,0.6176096514738066,0.002658356941408592,0.26583569414085917,-0.006415676681226156,-0.030689050382857155,0.607459967686895,6.849283464238631e-05,0.008276039792231404,0.42276162756752905,-0.005702344394649561,-0.024645782908289043
clove,42,72,72,0.595701772926808,0.002564059579202587,0.2564059579202587,0.05936126764902943,-0.030689050382857144,0.6057604916373691,0.0056556347343039715,0.07520395424646395,0.42296575676719433,-0.006673779661632295,0.06844399239206123
clove,42,135,135,0.08574241440702901,0.00036905825867218417,0.03690582586721842,0.0332231437807388,-0.03068905038285719,0.6074033163595747,0.00025499008111529164,0.01596840884732872,0.4230333501714256,-0.00699555485815706,0.01686717653192238
clove,42,28,28,1.9355425295858428,0.00833109214960882,0.833109214960882,-0.006220198795700844,-0.03068905038285716,0.6074194831835066,0.000201770362972864,0.014204589503857428,0.42308600728858686,-0.007246262198689957,0.03406763390241714
clove,42,16,16,2.9944844126721613,0.012889060922818947,1.2889060922818947,-0.00294626718004822,-0.030689050382857158,0.6074594993846916,7.003456569498745e-05,0.008368665705789587,0.42341271476927744,-0.008802456159645367,-0.0514957865969479
clove,42,40,40,1.318496380950985,0.0056751606749652775,0.5675160674965277,-0.007391777047699511,-0.03068905038285716,0.6074218135861993,0.00019409877185516677,0.013931933528952369,0.42360686713911383,-0.009727824180159272,-0.06771738911290665
clove,42,71,71,0.6014008530550752,0.0025885899426489316,0.25885899426489317,0.03454090797713506,-0.03068905038285717,0.6068932959141803,0.0019332039162905934,0.043968214840845274,0.42418910786145547,-0.012505440578915117,0.087550533427298
