mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__loss,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
4.461375379562378,0.031671934996902074,0.022829437255859376,0.015796364428744488,0.02,squared_error,6,200,0.2,"{'model__learning_rate': 0.02, 'model__loss': 'squared_error', 'model__max_depth': 6, 'model__n_estimators': 200, 'model__subsample': 0.2}",-0.12319793155365044,-0.13258746948255906,-0.23136472975908484,-0.12842459436185383,-0.07906442456769458,-0.13892782994496855,0.05005228382904759,305,0.7519122693264709,0.7459268872944691,0.719992246839736,0.7345467744546961,0.744122290547864,0.7393000936926472,0.011150084699618914
7.872334718704224,2.10590994986283,0.007682275772094726,0.000924422953814049,0.02,squared_error,6,200,0.4,"{'model__learning_rate': 0.02, 'model__loss': 'squared_error', 'model__max_depth': 6, 'model__n_estimators': 200, 'model__subsample': 0.4}",-0.1325292370780622,-0.0694190099151164,-0.23494316866242104,-0.30021520723903694,-0.20137859195432628,-0.18769704296979256,0.0801409987163764,370,0.936021552628692,0.9389403095529563,0.9279802723682189,0.9377806133193362,0.9348079022526377,0.9351061300243682,0.003835585463434402
13.28855528831482,0.04677878375454904,0.022622013092041017,0.016323900312410673,0.02,squared_error,6,200,0.6000000000000001,"{'model__learning_rate': 0.02, 'model__loss': 'squared_error', 'model__max_depth': 6, 'model__n_estimators': 200, 'model__subsample': 0.6000000000000001}",-0.09389775760481678,-0.13211107655189402,0.02374032969481199,-0.3383424780387776,-0.16995376033634546,-0.14211294856740436,0.11765474153658895,308,0.9849117374056899,0.9849778659750013,0.9795407578173874,0.9818131012279437,0.9837043487370496,0.9829895622326144,0.0020706202599656176
17.188024473190307,0.8482538156895097,0.037080907821655275,0.01527414174094506,0.02,squared_error,6,200,0.8,"{'model__learning_rate': 0.02, 'model__loss': 'squared_error', 'model__max_depth': 6, 'model__n_estimators': 200, 'model__subsample': 0.8}",-0.03281321281601768,-0.17244272934153204,0.0724080927567492,-0.27264986562040616,-0.23466775502162696,-0.12803309400856672,0.12922900014889813,294,0.9959965486334942,0.996738045586958,0.9960769910692575,0.9957722333441669,0.9963651825979308,0.9961898002463615,0.0003333965017365598
9.813057613372802,2.566710731114583,0.023155879974365235,0.016089405649699358,0.02,squared_error,6,500,0.2,"{'model__learning_rate': 0.02, 'model__loss': 'squared_error', 'model__max_depth': 6, 'model__n_estimators': 500, 'model__subsample': 0.2}",-0.2924771272394042,-0.30103283708284256,-0.33840978873725014,-0.2773990441201568,-0.18000593043018553,-0.27786494552196783,0.05290094326707764,466,0.9512465846945697,0.9440421132089282,0.9388789913937001,0.946403573184485,0.9479109632570406,0.9456964451477446,0.0041333439091926355
16.23558564186096,4.408695523154783,0.024172306060791016,0.017584224717018097,0.02,squared_error,6,500,0.4,"{'model__learning_rate': 0.02, 'model__loss': 'squared_error', 'model__max_depth': 6, 'model__n_estimators': 500, 'model__subsample': 0.4}",-0.199139963388983,-0.10750819459896799,-0.35425517492373726,-0.3641808704812515,-0.3275375740543094,-0.2705243554894498,0.10070044703147639,459,0.9981385268909003,0.9982429566602153,0.9980502026311885,0.9984684306274496,0.9978016811812477,0.9981403595982001,0.00021954109637749807
29.42298045158386,8.074610712012772,0.02250661849975586,0.01572807953271185,0.02,squared_error,6,500,0.6000000000000001,"{'model__learning_rate': 0.02, 'model__loss': 'squared_error', 'model__max_depth': 6, 'model__n_estimators': 500, 'model__subsample': 0.6000000000000001}",-0.12680381043137356,-0.1400679949402146,0.00828970385728034,-0.35744194834818654,-0.2034122125825133,-0.16388725248900154,0.11883861810137449,333,0.9999608001568806,0.9999397167835886,0.999931330344036,0.9999540221494233,0.9999441406938079,0.9999460020255473,1.0407056631302314e-05
42.828477430343625,3.531863304554179,0.023190069198608398,0.015249523398701842,0.02,squared_error,6,500,0.8,"{'model__learning_rate': 0.02, 'model__loss': 'squared_error', 'model__max_depth': 6, 'model__n_estimators': 500, 'model__subsample': 0.8}",-0.03570210235402338,-0.17326229780543811,0.06131088369326343,-0.2784129903825674,-0.24867491744911896,-0.13494828485957688,0.129113359697553,303,0.999998703868506,0.9999988794858847,0.9999987357526846,0.9999983278415792,0.9999988198981059,0.9999986933693521,1.9295907397927096e-07
15.643626308441162,6.527128002900189,0.0249814510345459,0.01569403799203929,0.02,squared_error,6,1000,0.2,"{'model__learning_rate': 0.02, 'model__loss': 'squared_error', 'model__max_depth': 6, 'model__n_estimators': 1000, 'model__subsample': 0.2}",-0.2674981063037265,-0.33018350380997696,-0.3927979668078909,-0.2872483167963984,-0.2618079857493687,-0.3079071758934723,0.04875961005537898,489,0.9967411208764771,0.9962615426636083,0.9954224171151252,0.9958038719527866,0.9950910010632755,0.9958639907342546,0.0005871148751930496
30.517532539367675,11.25430469033434,0.03174901008605957,0.01659318566146207,0.02,squared_error,6,1000,0.4,"{'model__learning_rate': 0.02, 'model__loss': 'squared_error', 'model__max_depth': 6, 'model__n_estimators': 1000, 'model__subsample': 0.4}",-0.19688903259960888,-0.11626083290567801,-0.3524221226476669,-0.3690784483234939,-0.33654969572480664,-0.27424002644025086,0.09992983854385978,460,0.9999952458571244,0.9999943264153797,0.999994721955567,0.999996393586517,0.9999919864147225,0.9999945348458622,1.451441243609793e-06
