repeat,seed,synth,downstream,regime,descriptor,r2,rmse
2,2,Bootstrapping,GBDT,TSTR,A_malt_all,0.314006507396698,0.5916661033045635
2,2,Bootstrapping,GBDT,TSTR,A_malt_grain,0.056371450424194336,0.44523270209915683
2,2,Bootstrapping,GBDT,TSTR,A_malt_bread,-0.16575562953948975,0.4864279709624819
2,2,Bootstrapping,GBDT,TSTR,A_malt_cara,0.10384243726730347,0.5878575211136218
2,2,Bootstrapping,GBDT,TSTR,A_malt_burn,0.25505322217941284,0.5427979674120623
2,2,Bootstrapping,GBDT,TSTR,A_hops_all,0.12051153182983398,0.5778449901154696
2,2,Bootstrapping,GBDT,TSTR,A_hops_citrus,0.19599997997283936,0.4461907543529107
2,2,Bootstrapping,GBDT,TSTR,A_hops_tropical,-0.7560005187988281,0.39865523354231125
2,2,Bootstrapping,GBDT,TSTR,A_hops_noble,0.13365787267684937,0.4904078750286867
2,2,Bootstrapping,GBDT,TSTR,A_hops_woody,0.03265070915222168,0.2531227052843607
2,2,Bootstrapping,GBDT,TSTR,A_esters_all,0.0645187497138977,0.6031287721901369
2,2,Bootstrapping,GBDT,TSTR,A_esters_ethac,0.21269649267196655,0.46494676746721936
2,2,Bootstrapping,GBDT,TSTR,A_esters_isoaa,0.0035973787307739258,0.5448728149643292
2,2,Bootstrapping,GBDT,TSTR,A_esters_flower,-0.21927213668823242,0.40780803049495673
2,2,Bootstrapping,GBDT,TSTR,A_esters_fruity,0.12253564596176147,0.44097987824983603
2,2,Bootstrapping,GBDT,TSTR,F_malt_all,0.10799670219421387,0.6518959518605947
2,2,Bootstrapping,GBDT,TSTR,F_malt_grain,0.08046609163284302,0.4644458414056877
2,2,Bootstrapping,GBDT,TSTR,F_malt_bread,0.16641151905059814,0.5244538418193699
2,2,Bootstrapping,GBDT,TSTR,F_malt_cara,-0.28382420539855957,0.5954011245400416
2,2,Bootstrapping,GBDT,TSTR,F_malt_burn,0.252987802028656,0.5460490119737919
2,2,Bootstrapping,GBDT,TSTR,F_hops_all,0.48725301027297974,0.4745450231307426
2,2,Bootstrapping,GBDT,TSTR,F_hops_citrus,0.1081424355506897,0.35153015835667384
2,2,Bootstrapping,GBDT,TSTR,F_hops_tropical,-0.17550265789031982,0.37684218597530417
