Feature,Skewness,Kurtosis,Shapiro_P,Is_Normal
isomaltol,-2.2103199443222654,3.348644149032572,1.539312828996049e-24,False
X6.methyl.5.hepten.2.one,1.963609552338373,1.8970577404502182,2.950020538473283e-27,False
X2.pentyl.furan,-1.5614678001374724,0.5180558805382627,2.6986460362346034e-24,False
ethyl.hex..3E..enoate,-0.8924906556599526,2.337281503631019,2.2687699577473324e-07,False
alpha.phellandrene,0.268509130631893,-1.8598549778872624,1.1005833828888892e-20,False
dehydroxy.cis.linalool.oxide,-0.22794590235543483,-1.8155108422902222,5.081939315646852e-20,False
hexyl.acetate,11.217745138691189,141.84662911568174,8.494622278667629e-32,False
isopentyl.butanoate,-0.7493782376025536,-1.1460933283556443,8.643802008319143e-19,False
X2.ethyl.1.hexanol,-0.9253653945192052,-1.0956827904899247,3.5679086920344556e-22,False
beta.phellandrene,-0.1567400041855277,-1.8314272439982502,7.058312026663233e-19,False
limonene,1.993693044598443,2.0820541055350223,4.0356192055091406e-27,False
eucalyptol,0.30654301240111725,-1.8469368710178866,4.633606539245366e-21,False
benzyl.alcohol,5.01829854063995,28.28632495440968,6.495673251417591e-29,False
ethyl.hex..2E..enoate,-1.2244650727379922,-0.37247749439623146,2.5724559913361837e-22,False
phenylacetaldehyde,5.59055713581315,38.51542746761714,9.90704798422242e-27,False
X.E..beta.ocimene,8.699673813205825,89.89542765810555,9.759433926439144e-31,False
prenyl.isobutyrate,-3.5643880856577645,24.09688495304683,9.111661312433708e-21,False
ethyl.furoate,-1.2419138119406696,-0.1360857855671802,1.5571683987269695e-20,False
ortho.cresol,-6.201707822555482,55.402541674608216,5.448252041482404e-25,False
ethyl.5.methylhexanoate,-6.203301799369887,54.9080661353284,1.0239373872960544e-24,False
X2.acetylpyrrole,-5.821473229291091,43.73890821979509,1.5712188255639994e-25,False
isoamyl.lactate,-2.6791335506856933,6.448520257780105,6.76866772237846e-24,False
n.octanol,-1.7993924325931188,5.887822557834996,7.614250475232286e-14,False
cis.linalool.oxide,-0.0014067849628504976,-1.9111097516279232,9.23676103742023e-20,False
meta.cymenene,1.367333796689615,-0.06977074449452525,4.0749067315182645e-25,False
terpinolene,0.3692535308025165,0.08805978367188283,0.015143369036768153,False
