feature,ks_stat,p_value
acetaldehyde,0.05,0.8878743387468179
CS2,0.0225,0.9999998266852096
DES,0.1175,0.0489640305638351
DMS,0.0325,0.9987683191704525
ethyl_2.methyl_butyrate,0.3375,6.747181088266523e-14
ethyl_acetate,0.035,0.9962936537490669
ethyl_decanoate,0.03,0.9996962266099569
ethyl_hexanoate,0.0625,0.6677679087796531
ethyl_isovalerate,0.0575,0.7634242438698546
ethyl_octanoate,0.0525,0.8503140351383752
ethyl_propionate,0.025,0.9999954890545343
H2S,0.0225,0.9999998266852096
isoamyl_alcohol,0.0425,0.9672282978991504
isobutanol,0.085,0.2853320095955398
isobutyl_acetate,0.045,0.9468003718156517
isopentyl_acetate,0.05,0.8878743387468179
MeSH,0.0275,0.9999503768313441
octyl_acetate,0.0375,0.9910574454396103
phenethyl_acetate,0.0325,0.9987683191704525
phenethyl_alcohol,0.035,0.9962936537490669
X4VG,0.045,0.9468003718156517
SO2.mg.L.,0.045,0.9468003718156517
acetic_acid.g.L.,0.0825,0.31887048886973485
ammonia.mg.L.,0.0425,0.9672282978991504
color.EBC.,0.0375,0.9910574454396103
betaglucan.mg.L.,0.0425,0.9672282978991504
lactic_acid.mg.L.,0.0775,0.393718201317559
glycerol,0.08,0.3550125902842471
iron,0.0375,0.9910574454396103
pH,0.045,0.9468003718156517
protein.g.L.,0.045,0.9468003718156517
bitterness,0.0425,0.9672282978991504
GFS,0.0425,0.9672282978991504
ethanol..v.v.,0.0275,0.9999503768313441
CO2.PSI.,0.045,0.9468003718156517
unfermentables,0.0275,0.9999503768313441
kcalperc,0.0375,0.9910574454396103
X1.propanol,0.075,0.4348842202177677
X2.3.butanedione,,
X3.methylbutanal,,
propylene.glycol,0.03,0.9996962266099569
propyl.acetate,0.0275,0.9999503768313441
n.pentanol,0.0525,0.8503140351383752
X2.methyl.1.butanol,0.0725,0.47833041734593434
isopentyl.formate,0.055,0.8084857415008071
ethyl.isobutyrate,,
X3.methyl.2.butenal,0.03,0.9996962266099569
X2.methyltetrahydrofuran.3.one,0.045,0.9468003718156517
ethyl.butyrate,0.035,0.9962936537490669
butyl.acetate,0.0375,0.9910574454396103
methylpyrazine,,
furfural,,
ethyl.lactate,0.0325,0.9987683191704525
X3Z.hexenol,0.045,0.9468003718156517
n.hexanol,0.075,0.4348842202177677
styrene,0.045,0.9468003718156517
X2.furanmethanol,0.0425,0.9672282978991504
X3.methyl.2.hexanol,0.025,0.9999954890545343
X3.furanmethanol,0.04,0.9817438034331898
X2.acetylfuran,0.04,0.9817438034331898
X2.6.dimethyl.pyrazine,0.0375,0.9910574454396103
amyl.acetate,,
ethyl.tiglate,0.0475,0.9202562631263042
benzaldehyde,0.0425,0.9672282978991504
X5.methylfurfural,0.0425,0.9672282978991504
n.heptanol,0.025,0.9999954890545343
X1.octen.3.ol,0.0475,0.9202562631263042
X3.methylthio.propanol,0.0225,0.9999998266852096
isomaltol,0.045,0.9468003718156517
X6.methyl.5.hepten.2.one,0.0175,0.9999999999978428
X2.pentyl.furan,0.06,0.7161848267754904
ethyl.hex..3E..enoate,0.0475,0.9202562631263042
alpha.phellandrene,0.0225,0.9999998266852096
dehydroxy.cis.linalool.oxide,0.0625,0.6677679087796531
hexyl.acetate,0.0325,0.9987683191704525
isopentyl.butanoate,0.0375,0.9910574454396103
X2.ethyl.1.hexanol,0.03,0.9996962266099569
