descriptor,r2,rmse
A_malt_all,0.20305973291397095,0.7620239820010555
A_malt_grain,-0.3900963068008423,0.5320814302281475
A_malt_bread,-0.4416041374206543,0.6232170422680822
A_malt_cara,0.32356691360473633,0.48924929978813236
A_malt_burn,0.14748609066009521,0.9088835105786092
A_hops_all,-0.47018468379974365,0.8349577251171757
A_hops_citrus,-0.3084152936935425,0.5648270262884509
A_hops_tropical,-0.7630711793899536,0.7742543771439596
A_hops_noble,-0.4450256824493408,0.7003403517407569
A_hops_woody,-0.262565016746521,0.47459063080872677
A_esters_all,0.0015890002250671387,0.6213003570671658
A_esters_ethac,-0.3233187198638916,0.5419641160998367
A_esters_isoaa,0.0164603590965271,0.4933409571890875
A_esters_flower,0.3620145916938782,0.34190320132261093
A_esters_fruity,0.45205122232437134,0.4025753798891829
F_malt_all,0.21680688858032227,0.6778941337210641
F_malt_grain,-0.4828125238418579,0.4976908589400291
F_malt_bread,-0.027277231216430664,0.5560769690661012
F_malt_cara,0.17212039232254028,0.5030758247274323
F_malt_burn,0.2610718607902527,0.7233429816110892
F_hops_all,-0.4162008762359619,0.7500139473571916
F_hops_citrus,-0.49127840995788574,0.5795991506367602
F_hops_tropical,-0.5336469411849976,0.689181244494941
F_hops_noble,-0.38202548027038574,0.7013502398838528
F_hops_woody,-0.6430883407592773,0.5470760248465462
F_esters_all,0.253745436668396,0.49680805595042926
F_esters_ethac,-0.03979206085205078,0.519022527599018
F_esters_isoaa,0.3367663621902466,0.4374988079054804
F_esters_flower,0.054591596126556396,0.39005472517585454
F_esters_fruity,0.30542606115341187,0.4690855097098708
acidity,0.2888806462287903,0.7894401401997803
bitternes,0.11410826444625854,0.6883654349171506
sweetness,0.19484519958496094,0.5973339583113003
X4vg,0.04525017738342285,0.5575537971233866
diacetyl,-0.6396138668060303,0.5103002207786027
dms,-0.28361034393310547,0.6477549073987816
metallic,-0.40680575370788574,0.5202108828087867
stale_hops,-0.942554235458374,0.6420704189596815
t2n,-0.30238449573516846,0.4633475836728197
orange,-0.016942143440246582,0.3750051060964728
coriander,-0.20508086681365967,0.716654334590586
clove,-0.05399739742279053,0.4388972008581331
lactic,0.3538931608200073,0.7795737785625098
acetic,-0.08934998512268066,0.856212414661447
barnyard,-0.02923715114593506,0.47767712054267836
alcohol,0.31881821155548096,0.6609341028365178
aftertaste,0.20528727769851685,0.6254036077025086
body,0.21116608381271362,0.5693865012589049
co2,-0.03717386722564697,0.5771081590878495
overall,-0.16132187843322754,0.6345438643204179
