feature,ks_stat,p_value
n.hexanol,0.04,0.9817438034331898
styrene,0.0525,0.8503140351383752
X2.furanmethanol,0.035,0.9962936537490669
X3.methyl.2.hexanol,0.0325,0.9987683191704525
X3.furanmethanol,0.0575,0.7634242438698546
X2.acetylfuran,0.0525,0.8503140351383752
X2.6.dimethyl.pyrazine,0.06,0.7161848267754904
amyl.acetate,,
ethyl.tiglate,0.045,0.9468003718156517
benzaldehyde,0.0625,0.6677679087796531
X5.methylfurfural,0.05,0.8878743387468179
n.heptanol,0.0325,0.9987683191704525
X1.octen.3.ol,0.04,0.9817438034331898
X3.methylthio.propanol,0.0325,0.9987683191704525
isomaltol,0.065,0.6190713161830892
X6.methyl.5.hepten.2.one,0.03,0.9996962266099569
X2.pentyl.furan,0.0275,0.9999503768313441
ethyl.hex..3E..enoate,0.035,0.9962936537490669
alpha.phellandrene,0.0225,0.9999998266852096
dehydroxy.cis.linalool.oxide,0.0425,0.9672282978991504
hexyl.acetate,0.03,0.9996962266099569
isopentyl.butanoate,0.0375,0.9910574454396103
X2.ethyl.1.hexanol,0.02,0.9999999982254489
beta.phellandrene,0.0325,0.9987683191704525
limonene,0.0225,0.9999998266852096
eucalyptol,0.05,0.8878743387468179
benzyl.alcohol,0.04,0.9817438034331898
ethyl.hex..2E..enoate,0.02,0.9999999982254489
phenylacetaldehyde,,
X.E..beta.ocimene,0.0325,0.9987683191704525
prenyl.isobutyrate,0.0475,0.9202562631263042
ethyl.furoate,0.075,0.4348842202177677
ortho.cresol,0.05,0.8878743387468179
ethyl.5.methylhexanoate,0.045,0.9468003718156517
X2.acetylpyrrole,0.06,0.7161848267754904
isoamyl.lactate,0.025,0.9999954890545343
n.octanol,0.035,0.9962936537490669
cis.linalool.oxide,0.03,0.9996962266099569
meta.cymenene,0.02,0.9999999982254489
terpinolene,0.04,0.9817438034331898
linalool,0.05,0.8878743387468179
nonan.2.ol,0.025,0.9999954890545343
n.nonanal,0.0225,0.9999998266852096
X2.methyl.benzofuran,0.0275,0.9999503768313441
heptyl.acetate,0.035,0.9962936537490669
X4.methyl.1.pentanol,0.0475,0.9202562631263042
neo.allo.ocimene,0.27,5.47530122256195e-09
x.methyl.1.octanol,0.04,0.9817438034331898
trans.dihydro.beta.terpineol,0.055,0.8084857415008071
cis.beta.terpineol,0.02,0.9999999982254489
y.methyl.1.octanol,0.02,0.9999999982254489
camphor,0.035,0.9962936537490669
isobutyl.hexanoate,0.03,0.9996962266099569
nerol.oxide,0.0325,0.9987683191704525
X.E..2.nonenal,0.03,0.9996962266099569
cis.dihydro.beta.terpineol,0.01,1.0
X4.ethyl.phenol,0.0725,0.47833041734593434
isoborneol,0.0275,0.9999503768313441
ethyl.benzoate,0.025,0.9999954890545343
n.nonanol,0.03,0.9996962266099569
terpinen.4.ol,0.04,0.9817438034331898
diethyl.succinate,0.045,0.9468003718156517
vinyl.caprylate,0.0425,0.9672282978991504
X1.alpha.terpineol,0.04,0.9817438034331898
ethyl..E..linalool,0.0275,0.9999503768313441
ethyl.nicotinate,,
citronellol,0.0225,0.9999998266852096
nerol,0.035,0.9962936537490669
hydroxy.methyl.furfural,0.0425,0.9672282978991504
E.ocimenone,0.045,0.9468003718156517
cumin.aldehyde,0.0425,0.9672282978991504
ethyl.phenylacetate,0.0475,0.9202562631263042
isopentyl.hexanoate,0.03,0.9996962266099569
geraniol,0.0375,0.9910574454396103
beta.cyclohomocitral,0.03,0.9996962266099569
E.cinnamaldehyde,0.03,0.9996962266099569
n.decanol,0.04,0.9817438034331898
neryl.formate,0.0525,0.8503140351383752
X4.ethyl.guaiacol,0.07,0.5237842108066766
X2.undecanone,0.265,1.1379283602422221e-08
trans.dihydro.alpha.terpinyl.acetate,0.0225,0.9999998266852096
terpinen.4.ol.acetate,0.025,0.9999954890545343
X2.undecanol,0.045,0.9468003718156517
delta.terpinyl.acetate,0.0625,0.6677679087796531
X.E.E..2.4.decadienal,0.025,0.9999954890545343
methyl.geranate,0.05,0.8878743387468179
car.3.en.2.one,0.0325,0.9987683191704525
dimethoxy..E..citral,0.025,0.9999954890545343
X2.butyloctanoate,0.15,0.004735656533395855
X4.methoxysalicylaldehyde,0.075,0.4348842202177677
ethyl.hydrocinnamate,0.0325,0.9987683191704525
eugenol,0.0325,0.9987683191704525
gamma.nonalactone,0.025,0.9999954890545343
methyl.para.anisate,0.0225,0.9999998266852096
X.E..beta.damascenone,0.0275,0.9999503768313441
ethyl..9..decenoate,0.0425,0.9672282978991504
vanillin,0.0275,0.9999503768313441
geosmin,0.54,3.981156939946004e-36
dodecanal,0.045,0.9468003718156517
X4.8.alpha.epoxy.caryophyllane,0.0575,0.7634242438698546
E.caryophyllene,0.03,0.9996962266099569
X.E..alpha.ionone,0.0525,0.8503140351383752
perillyl.acetate,0.0775,0.393718201317559
beta.humulene,0.02,0.9999999982254489
X2.phenyl.ethyl.butyrate,0.0375,0.9910574454396103
X.Z..beta.farnesene,0.0575,0.7634242438698546
pentyl.octanoate,0.035,0.9962936537490669
X.E..beta.farnesene,0.025,0.9999954890545343
X2.methylbutyl.octanoate,0.0325,0.9987683191704525
alpha.humulene,0.0375,0.9910574454396103
neryl.propanoate,0.03,0.9996962266099569
X9.epi..E..caryophyllene,0.06,0.7161848267754904
ethyl..E..cinnamate,0.035,0.9962936537490669
linalool.isovalerate,0.1425,0.008542796491970425
alpha.terpinyl.isobutanoate,0.045,0.9468003718156517
n.dodecanol,0.045,0.9468003718156517
germacrene.D,0.0825,0.31887048886973485
X.E..beta.ionone,0.0325,0.9987683191704525
valencene,0.035,0.9962936537490669
neryl.isobutanoate,0.025,0.9999954890545343
E.methyl.isoeugenol,0.0325,0.9987683191704525
X.Z..dihydro.apofarnesal,0.045,0.9468003718156517
butylated.hydroxytoluene,0.0425,0.9672282978991504
X.E..dihydro.apofarnesal,0.025,0.9999954890545343
Z.nerolidol,0.0425,0.9672282978991504
X.E..ortho.methoxy.cinnamaldehyde,0.05,0.8878743387468179
alpha.calacorene,0.0425,0.9672282978991504
E.nerolidol,0.025,0.9999954890545343
dihydroisocaryophyllene.epoxide,0.03,0.9996962266099569
caryophyllene.alcohol,0.0275,0.9999503768313441
neryl.isovalerate,0.025,0.9999954890545343
spathulenol,0.0575,0.7634242438698546
caryophyllene.oxide,0.045,0.9468003718156517
humulene.epoxide.II,0.03,0.9996962266099569
alloaromadendrene.epoxide,0.045,0.9468003718156517
X1.10.di.epi.cubenol,0.025,0.9999954890545343
isopropyl.laurate,0.035,0.9962936537490669
caryophylla.4.12..8.13..dien.5.alpha.ol,0.0325,0.9987683191704525
gamma.eudesmol,0.0325,0.9987683191704525
alpha.muurolol,0.04,0.9817438034331898
X1.2.dihydro.8.hydroxy..2E..linalool,0.03,0.9996962266099569
tau.cadinol,0.03,0.9996962266099569
selin.11.en.4.alpha.ol,0.0275,0.9999503768313441
alpha.eudesmol,0.035,0.9962936537490669
X14.hydroxy.9.epi..E..caryophyllene,0.0375,0.9910574454396103
tau.muurolol,0.2375,4.926809132735795e-07
n.tetradecanol,0.035,0.9962936537490669
foeniculin,0.62,1.8145566299225125e-48
cadalene,0.0225,0.9999998266852096
X2.3.dihydro.farnesol,0.0475,0.9202562631263042
X2E.6Z.farnesal,0.325,6.707822936321859e-13
caryophyllene.acetate,0.0375,0.9910574454396103
X14.hydroxy.alpha.humulene,0.03,0.9996962266099569
X2Z.6E.farnesal,0.0475,0.9202562631263042
X2Z.6Z.farnesol,0.3925,8.871297583414431e-19
X2Z.6E.farnesol,0.03,0.9996962266099569
ambroxide,0.065,0.6190713161830892
benzyl.benzoate,0.04,0.9817438034331898
X2E.6E.methyl.farnesoate,0.33,2.7069886059800647e-13
ethyl.tetradecanoate,0.04,0.9817438034331898
X2.ethylhexylsalicylate,0.0225,0.9999998266852096
isopropyl.tetradecanoate,0.1,0.13591413534720856
ethyl.pentadecanoate,0.0425,0.9672282978991504
methyl.hexadecanoate,0.0375,0.9910574454396103
Z.Z.geranyl.linalool,0.035,0.9962936537490669
ethyl.hexadecanoate,0.03,0.9996962266099569
manool.oxide,0.0475,0.9202562631263042
X13.epi.manool.oxide,0.055,0.8084857415008071
isopropyl.hexadecanoate,0.0225,0.9999998266852096
manool,0.035,0.9962936537490669
ethyl.octadecanoate,0.05,0.8878743387468179
ethyl.pentanoate,0.0325,0.9987683191704525
X2.ethyl.3.methylpyrazine,0.035,0.9962936537490669
esters_sum,0.0425,0.9672282978991504
aroma_hops_sum,,
acids_sum,0.0825,0.31887048886973485
sulfur_sum,0.03,0.9996962266099569
