feature,ks_stat,p_value
acetaldehyde,0.0325,0.9987683191704525
CS2,0.055,0.8084857415008071
DES,0.1075,0.08954849691133762
DMS,0.045,0.9468003718156517
ethyl_2.methyl_butyrate,0.3425,2.62237603073173e-14
ethyl_acetate,0.03,0.9996962266099569
ethyl_decanoate,0.055,0.8084857415008071
ethyl_hexanoate,0.0425,0.9672282978991504
ethyl_isovalerate,0.0425,0.9672282978991504
ethyl_octanoate,0.0575,0.7634242438698546
ethyl_propionate,0.055,0.8084857415008071
H2S,0.0275,0.9999503768313441
isoamyl_alcohol,0.04,0.9817438034331898
isobutanol,0.0425,0.9672282978991504
isobutyl_acetate,0.04,0.9817438034331898
isopentyl_acetate,0.0425,0.9672282978991504
MeSH,0.0375,0.9910574454396103
octyl_acetate,0.055,0.8084857415008071
phenethyl_acetate,0.03,0.9996962266099569
phenethyl_alcohol,0.0925,0.20004736274388757
X4VG,0.015,1.0
SO2.mg.L.,0.04,0.9817438034331898
acetic_acid.g.L.,0.0725,0.47833041734593434
ammonia.mg.L.,0.0525,0.8503140351383752
color.EBC.,0.0425,0.9672282978991504
betaglucan.mg.L.,0.0425,0.9672282978991504
lactic_acid.mg.L.,0.0575,0.7634242438698546
glycerol,0.035,0.9962936537490669
iron,0.05,0.8878743387468179
pH,0.07,0.5237842108066766
protein.g.L.,0.03,0.9996962266099569
bitterness,0.0375,0.9910574454396103
GFS,0.0525,0.8503140351383752
ethanol..v.v.,0.035,0.9962936537490669
CO2.PSI.,0.07,0.5237842108066766
unfermentables,0.035,0.9962936537490669
kcalperc,0.04,0.9817438034331898
X1.propanol,0.0225,0.9999998266852096
X2.3.butanedione,,
X3.methylbutanal,,
propylene.glycol,0.0475,0.9202562631263042
propyl.acetate,0.03,0.9996962266099569
n.pentanol,0.0275,0.9999503768313441
X2.methyl.1.butanol,0.0325,0.9987683191704525
isopentyl.formate,0.04,0.9817438034331898
ethyl.isobutyrate,,
X3.methyl.2.butenal,0.0325,0.9987683191704525
X2.methyltetrahydrofuran.3.one,0.0925,0.20004736274388757
ethyl.butyrate,0.0425,0.9672282978991504
butyl.acetate,0.0575,0.7634242438698546
methylpyrazine,,
furfural,,
ethyl.lactate,0.01,1.0
X3Z.hexenol,0.0275,0.9999503768313441
