target,pc_index_1based_kept,pc_index_1based_full,eigenvalue,evr,coef,intercept,train_rmse,train_r2,test_rmse,test_r2
A_malt_all,100,100,0.28021897028297404,0.0012061373117931349,0.04008281325285265,0.01485224564571426,0.6709382703233424,0.0009934095869704729,0.8108187234856435,-0.009821227400030885
A_malt_all,101,101,0.27425084803589356,0.0011804489191897458,0.05368060046379994,0.01485224564571429,0.6706862392219547,0.0017438018450401938,0.8745373363395549,-0.17477222162628014
A_malt_all,102,102,0.26521662980912314,0.001141563230347246,0.1234178689309561,0.014852245645714286,0.6682732309977271,0.008913971920156638,1.0620930054180255,-0.7326947336784422
A_malt_all,103,103,0.26115338772056274,0.0011240739508565963,-0.040105434335974015,0.014852245645714315,0.6709606157671383,0.0009268651123431892,1.0200964643678077,-0.598377813237069
A_malt_all,104,104,0.2557123180814165,0.001100654133485874,-0.05867979055290873,0.014852245645714296,0.6706193639800391,0.0019428674961143866,0.9343654144141241,-0.3410052163490038
A_malt_all,105,105,0.2424908328388066,0.001043745328731041,0.09534724147355522,0.01485224564571422,0.6696371318405815,0.004864363422477314,0.8002331756698182,0.01637385852676465
A_malt_all,106,106,0.2370213463642927,0.0010202031977090149,-0.015027357412883111,0.01485224564571429,0.6712321357400458,0.00011810468233219851,0.8757842778806998,-0.1781246608030107
A_malt_all,107,107,0.23481237184582068,0.0010106951812287642,0.005574840895457179,0.014852245645714291,0.6712663723942025,1.610276122743226e-05,0.8156331264038389,-0.021848872430464628
A_malt_all,108,108,0.22725266854960544,0.0009781561985808618,-0.11511344851620704,0.014852245645714308,0.6690378593235338,0.006644702543211145,1.2893490194326913,-1.553512255402469
A_malt_all,109,109,0.22031063953247068,0.0009482758510488532,-0.02942108645369533,0.014852245645714272,0.6711305293776851,0.0004207918376317732,0.8082993691023933,-0.0035555973994954027
A_malt_all,110,110,0.2193434475927778,0.0009441127985440527,-0.02568557776125417,0.0148522456457143,0.6711645953333121,0.00031931385779204735,0.8075017938340374,-0.0015760926277579301
A_malt_all,111,111,0.2147939504540835,0.0009245305474090419,-0.1302149960150636,0.01485224564571434,0.668569050943764,0.008036343152749925,1.1016286593880873,-0.8640922869852821
A_malt_all,112,112,0.2049420656064698,0.0008821254029814654,-0.13950369255328274,0.014852245645714291,0.6683114205151073,0.008800694365971418,0.8876944368136772,-0.21038617423640726
A_malt_all,113,113,0.1983147237529515,0.0008535995530739284,-0.05400143351254583,0.01485224564571428,0.6708433400820095,0.0012760860471000557,0.8902074967680955,-0.2172490732748884
A_malt_all,114,114,0.18347288222499203,0.0007897163019702809,0.11306260632705513,0.014852245645714295,0.6695325525001632,0.0051751660856901305,2.0952709355820356,-5.743375371227407
A_malt_all,115,115,0.1812286286340857,0.0007800564349370663,-0.009768951514834066,0.014852245645714284,0.6712589682443388,3.8162527982388283e-05,0.8078696740154178,-0.0024888928929700516
A_malt_all,116,116,0.17743592046448228,0.0007637316057098308,-0.15284092522520945,0.01485224564571422,0.6681949710180279,0.009146086053305691,1.5553287931996018,-2.71570632681117
A_malt_all,117,117,0.17107781921176593,0.0007363646392788439,-0.17624492394734698,0.014852245645714246,0.667324582818816,0.011725769809745379,1.2411481751301496,-1.3661606306819878
A_malt_all,118,118,0.16701208729417225,0.0007188646428988489,-0.0123465104801317,0.014852245645714279,0.6712529221351912,5.6175996616447677e-05,0.8165627472122612,-0.024179511754221616
A_malt_all,119,119,0.15928142335834425,0.0006855897999839676,0.10162536955656193,0.014852245645714258,0.6700523752050527,0.0036298094512426937,0.8372814259941395,-0.07681196370907317
A_malt_all,120,120,0.1515182600336935,0.0006521750710170109,-0.1293301098302561,0.014852245645714407,0.6693922199971284,0.005592148435317856,0.8053259566406702,0.0038141875729167385
A_malt_all,121,121,0.14879044304209832,0.0006404338179177515,0.032841532112029684,0.01485224564571428,0.6711529150558636,0.00035410844097394367,0.8020304774543191,0.011950502009336561
A_malt_all,122,122,0.14542359022798954,0.0006259419839126821,-0.037631307123625085,0.014852245645714284,0.6711192434416214,0.0004544100137870988,0.989761671952126,-0.5047287603341346
A_malt_all,123,123,0.14130838831801498,0.0006082290554690068,-0.05901203012360021,0.014852245645714225,0.6709072332012727,0.0010858341026145357,0.8448786629708319,-0.09644194817603324
A_malt_all,124,124,0.14106358290343565,0.0006071753475620976,0.04623893857724339,0.014852245645714298,0.6710483757723372,0.0006654953820530718,0.9049907704097732,-0.25801337375473365
A_malt_all,125,125,0.13713763992531633,0.0005902770401238105,-0.019386196752307627,0.014852245645714288,0.6712336057703063,0.00011372509984697299,0.8085116257317234,-0.004082727085879867
A_malt_all,126,126,0.12786343418962204,0.0005503583809275011,-0.12964092830886711,0.014852245645714177,0.6696783609868018,0.004741819872332909,1.0540785915218014,-0.7066440211559304
A_malt_all,127,127,0.124974966355452,0.0005379256436820938,-0.05401136756973297,0.01485224564571431,0.6710017150292621,0.0008044661957019583,0.8312161698722985,-0.061267645147539795
A_malt_all,128,128,0.11746449163774712,0.0005055985539880766,-0.147556947023288,0.014852245645714057,0.6693749717309472,0.005643393698791965,0.9711502441725735,-0.4486711300423656
A_malt_all,129,129,0.11402622346863688,0.000490799329215654,0.004017011376417789,0.014852245645714288,0.671270414399783,4.059993025440356e-06,0.8075758449602181,-0.0017597980731796081
A_malt_all,130,130,0.1079222956184087,0.00046452639301430084,-0.05328679040519616,0.014852245645714343,0.6710447871721247,0.0006761837394239079,0.8292967760474782,-0.056372074558412644
A_malt_all,131,131,0.10131086483205155,0.00043606902859064854,0.04655191028005711,0.014852245645714258,0.671109159887456,0.00048444609598197186,0.9434505385022621,-0.367210016121448
A_malt_all,132,132,0.0994625974571709,0.00042811359202344425,0.10269661289476531,0.01485224564571426,0.6704944453755918,0.0023146560215864254,0.8412061110575976,-0.08693055120387472
A_malt_all,133,133,0.0951019076119712,0.000409344017921657,0.013976444014809691,0.014852245645714288,0.6712580186190199,4.0991803871626153e-05,0.8714920994945079,-0.16660508925110196
A_malt_all,134,134,0.09004704839363732,0.0003875865533826318,-0.032974823469763326,0.014852245645714284,0.671199259932608,0.00021604731021118706,1.0422788746999732,-0.6686483708115731
A_malt_all,135,135,0.08574241440702901,0.00036905825867218417,-0.221450357084894,0.014852245645714503,0.6681504291365266,0.009278182308235516,0.8472962927711982,-0.10272588805609861
A_malt_all,136,136,0.0823057492772276,0.00035426593380921706,-0.04071804028685752,0.01485224564571431,0.6711707077427963,0.0003011052527069902,0.8348445004448787,-0.07055291689472787
