descriptor,r2,rmse
A_malt_all,0.3957822918891907,0.6635176499081078
A_malt_grain,-0.006174445152282715,0.452681060890582
A_malt_bread,0.11717760562896729,0.48770024637423737
A_malt_cara,0.4163408875465393,0.4544618387421398
A_malt_burn,0.176946222782135,0.8930414111861517
A_hops_all,0.1642390489578247,0.629534555607816
A_hops_citrus,0.07990604639053345,0.47365131145413725
A_hops_tropical,-0.04585766792297363,0.5963277574935614
A_hops_noble,0.14655709266662598,0.5382184870965729
A_hops_woody,0.009648501873016357,0.4203266765373409
A_esters_all,0.005204916000366211,0.6201742791755421
A_esters_ethac,0.06045418977737427,0.45666453329107753
A_esters_isoaa,0.1157415509223938,0.46777912367389013
A_esters_flower,-0.006053805351257324,0.42934697269324446
A_esters_fruity,0.0680437684059143,0.5250189505290374
F_malt_all,0.38556408882141113,0.6004346207213852
F_malt_grain,-0.004850029945373535,0.40970112208365667
F_malt_bread,0.25648975372314453,0.47307996437271305
F_malt_cara,0.19901376962661743,0.49483725856405375
F_malt_burn,0.3655381202697754,0.6702640649329319
F_hops_all,0.12725752592086792,0.588775804808603
F_hops_citrus,0.059483468532562256,0.460290049997981
F_hops_tropical,0.002425670623779297,0.555831776602003
F_hops_noble,0.07930827140808105,0.5724453692627841
F_hops_woody,0.01661020517349243,0.42323352926329405
F_esters_all,0.1453782320022583,0.5316576795904646
F_esters_ethac,0.16538166999816895,0.46500426013594764
F_esters_isoaa,0.12264513969421387,0.503189108892789
F_esters_flower,-0.05914735794067383,0.4128516324054313
F_esters_fruity,0.08446162939071655,0.5385562067141167
acidity,0.6266663670539856,0.5720006700441798
bitternes,0.6487215757369995,0.43346545752891363
sweetness,0.42378878593444824,0.5053221748006217
X4vg,0.190007746219635,0.5135496160834646
diacetyl,-0.2227468490600586,0.4406799146913458
dms,0.05349236726760864,0.5562322356569945
metallic,0.1100732684135437,0.41375143134454423
stale_hops,0.05535745620727539,0.4477440553203437
t2n,-0.026834607124328613,0.41142202973664393
orange,-0.01872575283050537,0.3753337963964159
coriander,0.1408841609954834,0.6051004828009683
clove,0.08886361122131348,0.40807004520628865
lactic,0.5687320828437805,0.6369108366687154
acetic,0.562894880771637,0.5423638521478767
barnyard,0.040653109550476074,0.4611737244039188
alcohol,0.7273225784301758,0.4181684213167924
aftertaste,0.3899676203727722,0.5479384300734871
body,0.46890169382095337,0.46719893693480485
co2,0.2409435510635376,0.4937060710824997
overall,-0.0035628080368041992,0.5898717911477992
