target,target_index_1based,pc_index_1based_kept,pc_index_1based_full,eigenvalue,evr,evr_percent,coef,intercept,train_rmse,train_r2,train_accuracy,test_rmse,test_r2,test_accuracy
F_esters_isoaa,28,3,3,13.545194736908474,0.05830213690097895,5.830213690097895,-0.011121218367839329,0.08517232282857143,0.5785546365576735,0.004951725750764968,0.07036849970523046,0.4876388544479197,0.1511577310907971,0.42717300808980485
F_esters_isoaa,28,159,159,0.027246133929988876,0.00011727463955023039,0.011727463955023039,-0.0157438116942311,0.0851723228285714,0.579986611508759,1.9961411798385953e-05,0.004467819579876035,0.48867966239831434,0.14753035555181182,0.4299653193913036
F_esters_isoaa,28,108,108,0.22725266854960544,0.0009781561985808618,0.09781561985808618,0.01994115796686742,0.08517232282857143,0.5799149366770807,0.0002671015037262192,0.016343240306801662,0.4890597775160887,0.14620366795365292,0.42783156296568764
F_esters_isoaa,28,138,138,0.07647388584471335,0.00032916403554681805,0.032916403554681804,0.051887124439335686,0.08517232282857143,0.5798158951327246,0.0006085537710744937,0.024668882647461556,0.48919371811410184,0.14573593923673323,0.4313003661318076
F_esters_isoaa,28,102,102,0.26521662980912314,0.001141563230347246,0.1141563230347246,-0.030027462080162493,0.08517232282857143,0.57978739092106,0.0007068131162898394,0.02658595712570297,0.48947084297468907,0.1447677957175445,0.42875740559012826
F_esters_isoaa,28,53,53,0.9326341188083077,0.004014306411197168,0.40143064111971677,-0.022145163676285284,0.08517232282857143,0.5796002298438311,0.0013518723393283194,0.03676781662443803,0.4900818025670293,0.1426314542890792,0.42463449733140746
F_esters_isoaa,28,107,107,0.23481237184582068,0.0010106951812287642,0.10106951812287643,0.028501019403495864,0.08517232282857143,0.5798288836561215,0.0005637783012013564,0.02374401611356497,0.49083674432407365,0.13998796967819216,0.4335574128989779
F_esters_isoaa,28,73,73,0.580678617484791,0.002499395904572755,0.24993959045727548,-0.05137247353460095,0.08517232282857147,0.5786773319206132,0.00452963681688634,0.06730257659916282,0.4927219184089598,0.13336912603939022,0.4263955451282178
F_esters_isoaa,28,83,83,0.45547229144159773,0.001960474426984242,0.1960474426984242,0.06492711419609593,0.08517232282857143,0.5783442737220256,0.005675194577032139,0.07533388730864712,0.49382693051198295,0.12947763511609933,0.417803047391664
F_esters_isoaa,28,17,17,2.835193416915173,0.012203429920673841,1.220342992067384,-0.01473269396211918,0.08517232282857144,0.5794646802766434,0.0018189200926823634,0.0426487994283808,0.49407131009935423,0.12861583304794955,0.41135461433246956
F_esters_isoaa,28,6,6,7.286404531681817,0.03136263175046718,3.1362631750467185,-0.00971845240665181,0.08517232282857143,0.5794022162820973,0.0020341084176718205,0.045101091091807044,0.49434525281093095,0.12764927006801707,0.43826047103725635
F_esters_isoaa,28,41,41,1.2769491345747037,0.005496330226740839,0.5496330226740839,0.015297905533396593,0.08517232282857143,0.579736192450405,0.0008832916832529625,0.029720223472457598,0.49575206838442537,0.12267710605865523,0.41762232547956096
F_esters_isoaa,28,34,34,1.580582615961668,0.006803249849779349,0.6803249849779349,0.03500272868353559,0.08517232282857143,0.5783301259280089,0.005723841485485215,0.07565607368536237,0.4958247947702659,0.1224196822075243,0.4117487214325048
F_esters_isoaa,28,78,78,0.5116066105971625,0.002202091533553649,0.2202091533553649,-0.06000487257147834,0.08517232282857146,0.5784112962326987,0.005444722834206384,0.07378836516827282,0.4959893836436414,0.12183696052549853,0.39502345543493184
F_esters_isoaa,28,95,95,0.3314330796148968,0.0014265765207913924,0.14265765207913925,-0.04210802630281226,0.08517232282857141,0.5794884667637914,0.0017369695974912558,0.04167696723000644,0.49634189011878416,0.12058827185804966,0.42313461085237736
F_esters_isoaa,28,67,67,0.6634921720629949,0.002855847568063354,0.2855847568063354,0.03487802898182647,0.08517232282857143,0.5793001584661029,0.002385647456885631,0.048843090165196244,0.49691151474517636,0.11856860745023712,0.43009310681485535
F_esters_isoaa,28,70,70,0.6176096514738066,0.002658356941408592,0.26583569414085917,-0.041360700648143386,0.08517232282857144,0.5790860664006178,0.0031228882379543688,0.055882808071483735,0.49749133842994014,0.11651040208444596,0.39890852171686164
F_esters_isoaa,28,62,62,0.7555738382193433,0.003252191659868045,0.3252191659868045,-0.02240778075114094,0.08517232282857143,0.579667121810427,0.0011213500290981893,0.03348656490442207,0.4981520575684157,0.1141621154996173,0.4284182645794011
F_esters_isoaa,28,69,69,0.6285796789101241,0.0027055748702625,0.27055748702625004,0.011580391772271364,0.08517232282857143,0.5799201411298993,0.0002491571959672978,0.015784713997008735,0.49890200068883295,0.11149293819292982,0.4139855901720231
F_esters_isoaa,28,80,80,0.49253109656412436,0.002119985424914227,0.21199854249142272,0.020015354918305982,0.08517232282857144,0.5798232461891197,0.0005832125221895135,0.024149793419187143,0.4989732008494359,0.11123931579984736,0.4208327195148211
F_esters_isoaa,28,91,91,0.3719439901607688,0.0016009463027328078,0.16009463027328077,-0.013826456334490497,0.08517232282857143,0.579931449242479,0.00021016767136328163,0.014497160803518759,0.4992969120293953,0.1100857664981082,0.4191200626602188
F_esters_isoaa,28,156,156,0.03232959381014046,0.00013915520897871215,0.013915520897871216,-0.09018227184084968,0.08517232282857147,0.5797669836706941,0.0007771577553126185,0.0278775493060711,0.49979497075664464,0.1083094662446219,0.42676342075693785
F_esters_isoaa,28,22,22,2.3276533586627237,0.010018841914837696,1.0018841914837695,-0.05968176898535763,0.08517232282857147,0.5728417415900239,0.02450576545237837,0.15654317440367124,0.49985931095852953,0.10807987113010864,0.42173572662768194
F_esters_isoaa,28,65,65,0.688020226856627,0.0029614228688448502,0.296142286884485,-0.03649161849064304,0.08517232282857143,0.5792065484234153,0.00270803361717753,0.05203877032730147,0.5020926635350973,0.10009193491550361,0.42687291990104714
F_esters_isoaa,28,52,52,0.9382035888706446,0.004038278898292941,0.40382788982929413,0.013386273516305383,0.08517232282857141,0.5798482785825997,0.0004969161052078563,0.02229161513232773,0.5021105068473869,0.10002797211689918,0.4169913847215147
F_esters_isoaa,28,57,57,0.844587434595947,0.003635329959670866,0.3635329959670866,-0.00810017242421017,0.08517232282857143,0.5799448984972391,0.00016379465918092695,0.0127982287517008,0.5027899204098212,0.0975907919478105,0.42114437727926374
F_esters_isoaa,28,135,135,0.08574241440702901,0.00036905825867218417,0.03690582586721842,-0.17263086243222903,0.0851723228285716,0.5777980101451805,0.007552646926163864,0.08690596599868072,0.5044334722124213,0.09168144357681618,0.3512583167125242
F_esters_isoaa,28,93,93,0.3431824800366267,0.0014771490791929012,0.14771490791929012,0.0826307493660741,0.08517232282857137,0.577980431105744,0.006925881947631662,0.08322188382649978,0.5048358310577036,0.09023183413051361,0.36352931630827445
F_esters_isoaa,28,116,116,0.17743592046448228,0.0007637316057098308,0.07637316057098309,-0.010955041978656831,0.08517232282857143,0.5799741472242698,6.294137549789358e-05,0.007933560077147725,0.5053395355187881,0.08841546980314974,0.4197520220115055
F_esters_isoaa,28,66,66,0.6772016658621743,0.0029148568920227165,0.29148568920227164,0.03358941959991256,0.08517232282857143,0.5793371196536966,0.0022583414756973674,0.047522010434084994,0.5057343770694314,0.086990399970299,0.40789237783632204
F_esters_isoaa,28,10,10,4.832061176185845,0.020798482242580997,2.0798482242581,0.01428819970419162,0.08517232282857143,0.5791462192678013,0.00291577522166786,0.05399791867903605,0.5062361728071919,0.08517770289147475,0.4365830392216523
F_esters_isoaa,28,46,46,1.1263267668504144,0.0048480113155713565,0.48480113155713567,0.03561989532244089,0.08517232282857146,0.5787661816165649,0.004223925760721614,0.06499173609561096,0.5066792591133943,0.08357559445005114,0.4188115322750093
F_esters_isoaa,28,4,4,11.331805194940767,0.048775116980078984,4.877511698007899,0.00700656322273301,0.08517232282857143,0.5795153691348706,0.0016442800362781451,0.04054972301111255,0.508853848512056,0.07569240895574758,0.4949323189829733
F_esters_isoaa,28,81,81,0.4790883994775237,0.0020621244652835897,0.20621244652835896,-0.008599169379514809,0.08517232282857143,0.579962033477992,0.0001047117108815554,0.010232874028412877,0.5120784883147754,0.06394049608462538,0.4353866265586923
F_esters_isoaa,28,126,126,0.12786343418962204,0.0005503583809275011,0.0550358380927501,-0.014767661576814573,0.08517232282857141,0.5799684980821612,8.242072319042393e-05,0.00907858596865542,0.5125332362020074,0.06227723508604954,0.39641830276234447
F_esters_isoaa,28,31,31,1.7669514553930887,0.007605431125254109,0.760543112525411,-0.05614107585428156,0.0851723228285714,0.5751990040319627,0.01646086577250294,0.12829990558259516,0.514975260600716,0.05332016827900821,0.2897355115630002
F_esters_isoaa,28,137,137,0.0781993449662555,0.0003365908725820273,0.03365908725820273,0.008069741087485765,0.08517232282857143,0.5799880352852472,1.5051816345756919e-05,0.0038796670405340777,0.5162577002719444,0.04859927565413813,0.43507063808562896
F_esters_isoaa,28,7,7,6.841401450017579,0.029447219599333545,2.9447219599333545,-0.004177685381880959,0.08517232282857143,0.5798900441639384,0.00035292557424104753,0.018786313481923556,0.5165262747849446,0.04760911724443673,0.38343187147147306
F_esters_isoaa,28,119,119,0.15928142335834425,0.0006855897999839676,0.06855897999839676,0.024951870539662958,0.08517232282857141,0.5799073918258523,0.0002931149289484569,0.01712059954990504,0.5165337160137026,0.04758167620292597,0.4310314930722705
F_esters_isoaa,28,56,56,0.8711000307818646,0.003749447256797635,0.3749447256797635,-0.027050168250598205,0.0851723228285714,0.5794457978313692,0.0018839725218102732,0.04340475229522744,0.5187608366293825,0.03935095180494674,0.39097304672775585
F_esters_isoaa,28,84,84,0.45053788384121485,0.0019392354183889022,0.1939235418388902,-0.04069778178217057,0.08517232282857146,0.5793524129523238,0.0022056641587477888,0.046964498919368526,0.5194826685473771,0.036675693643495766,0.43304947606732913
F_esters_isoaa,28,145,145,0.05839559224245817,0.00025135023006030225,0.025135023006030224,0.011560204637456977,0.08517232282857143,0.5799857110968534,2.3066287722306456e-05,0.004802737523761635,0.5212900178657679,0.02996096635841694,0.3946099395619607
F_esters_isoaa,28,72,72,0.595701772926808,0.002564059579202587,0.2564059579202587,0.03324394154290044,0.08517232282857144,0.5794278218937641,0.0019458999469278426,0.04411235594397391,0.5214239875994696,0.029462308929086745,0.38080083174396195
F_esters_isoaa,28,20,20,2.5174618342412147,0.01083582830322749,1.083582830322749,0.0049837630259592595,0.08517232282857143,0.5799388012780861,0.00018481799581426817,0.01359477825542603,0.5221235346796378,0.026856397969933776,0.454075517515143
F_esters_isoaa,28,100,100,0.28021897028297404,0.0012061373117931349,0.12061373117931348,0.034486767950673826,0.0851723228285714,0.5797066619978352,0.0009850745890224166,0.03138589793238477,0.5221336669079316,0.02681862833054649,0.37838553999050073
F_esters_isoaa,28,153,153,0.03823761601735484,0.00016458491495410614,0.016458491495410614,-0.0009541564176010395,0.08517232282857143,0.5799923704319013,1.0289554075448848e-07,0.00032077334751140843,0.5248850381282066,0.01653529239750884,0.42178818058886464
F_esters_isoaa,28,64,64,0.7082874418610284,0.0030486583768415316,0.30486583768415315,-0.049978910694750814,0.08517232282857146,0.5784739138802526,0.005229374056614833,0.07231441112679135,0.5254833238570127,0.014292026943597103,0.42822308607862725
F_esters_isoaa,28,18,18,2.811988572614195,0.012103550071363508,1.210355007136351,-0.010075498687007913,0.08517232282857143,0.5797476646463969,0.0008437489524202313,0.029047357064283914,0.5276305036402258,0.00622015771445994,0.42293039324240794
F_esters_isoaa,28,105,105,0.2424908328388066,0.001043745328731041,0.10437453287310411,0.015779753418861193,0.08517232282857141,0.5799406426832077,0.00017846881650218638,0.013359222151832533,0.5314544146646903,-0.00823653516472489,0.24817600707761228
F_esters_isoaa,28,97,97,0.3149723405638439,0.0013557251022414056,0.13557251022414055,-0.0013216035580625718,0.08517232282857143,0.5799919287145464,1.6260781335875052e-06,0.0012751776870601164,0.5318540769395577,-0.009753525559809573,0.40835999509768456
F_esters_isoaa,28,29,29,1.8456280608235607,0.007944076254379703,0.7944076254379703,0.01833840690933507,0.08517232282857141,0.5794601380788209,0.0018345687363774399,0.04283186589885298,0.5325570988766989,-0.012424739642078686,0.1239238557293061
F_esters_isoaa,28,88,88,0.3987069396982124,0.0017161411875693,0.17161411875693,0.027534220745291393,0.08517232282857143,0.5797332478252358,0.0008934411849501611,0.029890486529164418,0.5328175434589973,-0.013415225037368472,0.11590736013990258
F_esters_isoaa,28,2,2,18.993376531507604,0.08175256688886388,8.175256688886389,-0.0014429021884206634,0.08517232282857143,0.5799585043412421,0.00011688063321724229,0.010811134686846947,0.5339214765738632,-0.0176189213648279,0.0953270001242074
F_esters_isoaa,28,49,49,1.0562361022533222,0.004546322369624689,0.45463223696246885,0.00019353995276127334,0.08517232282857143,0.5799923663586105,1.1694155466202005e-07,0.0003419671834107887,0.5341303449685433,-0.01841525570973168,0.41421471652113145
F_esters_isoaa,28,140,140,0.06973319486804885,0.00030015030073074825,0.030015030073074826,-0.0001666476848151959,0.08517232282857143,0.5799923986112602,5.724067442258729e-09,7.565756557422853e-05,0.534132549968757,-0.018423664183479183,0.40599700639053454
