pc_index_1based_full,eigenvalue,explained_variance_ratio,explained_variance_ratio_percent,kept_nonzero
1,34.880378086238906,0.15013446597416372,15.013446597416372,True
2,18.14958993667619,0.07812068395749304,7.812068395749304,True
3,13.406550447338907,0.05770537483826764,5.770537483826764,True
4,10.70095019824944,0.046059748534209084,4.605974853420909,True
5,9.3580648668524,0.040279611300737594,4.027961130073759,True
6,7.200451340098579,0.030992666250517067,3.099266625051707,True
7,6.902716735003144,0.02971113696698941,2.971113696698941,True
8,5.844691425941212,0.02515711337325345,2.515711337325345,True
9,5.796917470354281,0.024951481505049965,2.4951481505049964,True
10,4.916647714943547,0.02116256530365311,2.116256530365311,True
11,4.192801834826036,0.018046939251941375,1.8046939251941376,True
12,3.6939679849944236,0.01589982509311143,1.589982509311143,True
13,3.5672923136185744,0.015354579160658795,1.5354579160658794,True
14,3.3357518062870217,0.014357966958415378,1.4357966958415378,True
15,3.223932260504611,0.013876665759500363,1.3876665759500364,True
16,3.078886211179536,0.013252348812498186,1.3252348812498185,True
17,2.9393319752157843,0.012651670097403745,1.2651670097403744,True
18,2.8609888356598017,0.012314460294491167,1.2314460294491167,True
19,2.742421442365027,0.01180411455711848,1.1804114557118481,True
20,2.434328219531883,0.0104779990154248,1.04779990154248,True
21,2.4096013178142828,0.010371567824358321,1.037156782435832,True
22,2.3355108621236713,0.010052662708955318,1.0052662708955318,True
23,2.2429541895506615,0.009654274062629933,0.9654274062629933,True
24,2.11606471978025,0.00910810788476842,0.910810788476842,True
25,2.087975723826202,0.008987205341886432,0.8987205341886432,True
26,2.064638290093185,0.008886754792237826,0.8886754792237825,True
27,2.027697044743469,0.008727749802977452,0.8727749802977451,True
28,1.9069258911678437,0.008207918492596283,0.8207918492596283,True
29,1.8694165035304617,0.0080464680671441,0.80464680671441,True
30,1.7911895730257095,0.007709758459034592,0.7709758459034592,True
31,1.6843219393537947,0.007249771612802974,0.7249771612802973,True
32,1.669062150696031,0.007184089405593305,0.7184089405593305,True
33,1.6258214740056691,0.006997969980877833,0.6997969980877833,True
34,1.57593177055142,0.0067832313686072235,0.6783231368607223,True
35,1.569342715809627,0.006754870316657391,0.6754870316657391,True
36,1.482972911155011,0.006383111602745129,0.638311160274513,True
37,1.4745517290503267,0.006346864585151683,0.6346864585151683,True
38,1.3876657194681032,0.005972883987320963,0.5972883987320963,True
39,1.3432105813577437,0.005781537196196595,0.5781537196196596,True
40,1.2867953141159327,0.005538710814005498,0.5538710814005499,True
41,1.2631281399882104,0.00543684097360417,0.543684097360417,True
42,1.2330221786399738,0.005307256872810275,0.5307256872810275,True
43,1.193534096665123,0.005137289618298858,0.5137289618298858,True
44,1.176482128831444,0.005063893393114935,0.5063893393114934,True
45,1.1423621436389682,0.004917031861303165,0.4917031861303165,True
46,1.1200012166630293,0.004820784457621944,0.4820784457621944,True
47,1.0707728173988331,0.004608892275260282,0.46088922752602823,True
48,1.0504308573933125,0.004521335044809805,0.4521335044809805,True
49,0.9974486562484982,0.00429328549628296,0.42932854962829603,True
50,0.9782677296633445,0.004210725663857067,0.42107256638570667,True
51,0.9614008676626616,0.004138126183631493,0.41381261836314925,True
52,0.9525237949414387,0.004099916891028084,0.4099916891028084,True
53,0.9462582688618616,0.004072948392874802,0.4072948392874802,True
54,0.9142268576714415,0.003935076641554256,0.3935076641554256,True
55,0.8836805460337401,0.003803597155469901,0.3803597155469901,True
56,0.8703866353149421,0.0037463766121162622,0.3746376612116262,True
57,0.8420263042465217,0.003624306170411744,0.3624306170411744,True
58,0.8338668646928958,0.0035891857626855622,0.3589185762685562,True
59,0.8294995444882896,0.0035703876497455126,0.3570387649745513,True
60,0.7747208420130346,0.003334605479536623,0.3334605479536623,True
61,0.752323341829607,0.003238200654999421,0.32382006549994213,True
62,0.7446657670842309,0.003205240407486856,0.3205240407486856,True
63,0.7275266164621689,0.0031314689242898544,0.3131468924289854,True
64,0.7068839408801364,0.0030426173336584716,0.30426173336584716,True
65,0.6960927589086222,0.002996169203465683,0.2996169203465683,True
66,0.6831763592517212,0.0029405735685788365,0.29405735685788364,True
67,0.6673651708371655,0.002872517989503198,0.28725179895031977,True
68,0.6464383966716758,0.002782443562668437,0.2782443562668437,True
69,0.6368989620503769,0.002741383287489562,0.2741383287489562,True
70,0.616567753701274,0.0026538723350407337,0.2653872335040734,True
71,0.6058128209733022,0.002607580231276551,0.26075802312765506,True
72,0.57693494225737,0.002483282126228382,0.24832821262283822,True
73,0.5615543303291683,0.002417079863383433,0.24170798633834328,True
74,0.5591991531676199,0.0024069425516676773,0.24069425516676773,True
75,0.5457923498251447,0.002349236088301179,0.2349236088301179,True
76,0.5331517329260475,0.00229482749608243,0.229482749608243,True
77,0.524199320277674,0.0022562939203046445,0.22562939203046445,True
78,0.515005343009721,0.0022167205858674446,0.22167205858674446,True
79,0.4997754213225575,0.00215116693407854,0.21511669340785403,True
80,0.4839472684374228,0.0020830383353892777,0.20830383353892779,True
81,0.47924132327627156,0.002062782690168738,0.20627826901687382,True
82,0.47176324615739745,0.0020305950483954765,0.20305950483954766,True
83,0.46415334564123584,0.001997840003502165,0.1997840003502165,True
84,0.44506039382741813,0.0019156588379955655,0.19156588379955655,True
85,0.422161073061677,0.0018170940436049916,0.18170940436049915,True
86,0.4146655876113621,0.0017848314717223744,0.17848314717223746,True
87,0.4074052205357905,0.0017535809121392092,0.17535809121392093,True
88,0.3994139636904212,0.001719184407721293,0.1719184407721293,True
89,0.38422382253223725,0.0016538019819569393,0.16538019819569394,True
90,0.3732850876009707,0.00160671874440492,0.160671874440492,True
91,0.368158707879699,0.001584653436513732,0.15846534365137319,True
92,0.36356679940653686,0.0015648886356644997,0.15648886356644998,True
93,0.3519398718206669,0.0015148432330685474,0.15148432330685474,True
94,0.3330032169513042,0.0014333348113673944,0.14333348113673944,True
95,0.32604112446035594,0.0014033681052839065,0.14033681052839064,True
96,0.31837295387372466,0.0013703622504397793,0.13703622504397794,True
97,0.3078434697576478,0.0013250405377323614,0.13250405377323615,True
98,0.3059362478923974,0.0013168313452882408,0.13168313452882408,True
99,0.2927372829132154,0.0012600194737637468,0.12600194737637468,True
100,0.2880328442773214,0.0012397703130303998,0.12397703130303998,True
101,0.2784542674137289,0.0011985415591833969,0.11985415591833969,True
102,0.27186106179172026,0.0011701626407361612,0.11701626407361612,True
103,0.264908712108171,0.0011402378702986208,0.11402378702986209,True
104,0.2470715957008344,0.001063462155892274,0.1063462155892274,True
105,0.24024864144944702,0.0010340943379642245,0.10340943379642245,True
106,0.23167806307388308,0.0009972042789079937,0.09972042789079938,True
107,0.22983869106163332,0.0009892871303580505,0.09892871303580504,True
108,0.21992951796355015,0.0009466354019952434,0.09466354019952435,True
109,0.21096573815273817,0.0009080528989134554,0.09080528989134554,True
110,0.2071602041618546,0.0008916728639248656,0.08916728639248656,True
111,0.20283912980322938,0.0008730738054610242,0.08730738054610242,True
112,0.18822371266560473,0.0008101651454252372,0.08101651454252372,True
113,0.1855861754041031,0.0007988124804035606,0.07988124804035605,True
114,0.18110983891581348,0.000779545132253594,0.0779545132253594,True
115,0.17557566549085812,0.0007557245713150108,0.07557245713150107,True
116,0.17363868606501565,0.0007473872943800301,0.07473872943800301,True
117,0.1651986849784847,0.00071105927486101,0.071105927486101,True
118,0.15888059460328902,0.0006838645259362346,0.06838645259362346,True
119,0.15046879989924272,0.0006476579142230854,0.06476579142230854,True
120,0.14968683247381823,0.0006442921175125384,0.06442921175125384,True
121,0.14488404160265334,0.0006236196224826636,0.06236196224826636,True
122,0.14029965839539366,0.0006038872123883362,0.06038872123883362,True
123,0.13220107934583494,0.0005690287645312375,0.05690287645312375,True
124,0.13145905126653393,0.000565834877436658,0.056583487743665804,True
125,0.12654562324715554,0.0005446861705628957,0.05446861705628957,True
126,0.12317347114351156,0.0005301715269999013,0.053017152699990126,True
127,0.12034202496770033,0.000517984226206057,0.0517984226206057,True
128,0.11852040471068784,0.0005101434859532388,0.05101434859532388,True
129,0.11110855586282996,0.0004782409083520695,0.04782409083520695,True
130,0.10954501879937514,0.00047151102711419346,0.04715110271141935,True
131,0.10743381695586293,0.0004624238503480556,0.04624238503480556,True
132,0.0985389152366367,0.0004241378169740206,0.04241378169740206,True
133,0.0961437238809762,0.00041382827347655795,0.0413828273476558,True
134,0.09168167492182724,0.00039462242266908936,0.039462242266908934,True
135,0.08942622131269727,0.0003849143477652275,0.038491434776522754,True
136,0.08375593242206147,0.0003605079094975558,0.03605079094975558,True
137,0.08160775782934299,0.0003512615921411423,0.03512615921411423,True
138,0.07661737271441368,0.00032978164136816275,0.03297816413681628,True
139,0.07391562483252012,0.0003181525966817192,0.03181525966817192,True
140,0.06993617682602633,0.0003010239893068294,0.030102398930682943,True
141,0.0696783680175372,0.0002999143113185274,0.02999143113185274,True
142,0.06440357849164764,0.00027721020797889144,0.027721020797889143,True
143,0.06180106857643742,0.00026600831001360813,0.026600831001360813,True
144,0.06056381577735636,0.0002606828434201609,0.02606828434201609,True
145,0.057961056348649176,0.00024947987148212625,0.024947987148212624,True
146,0.05491986599938544,0.0002363897757301933,0.023638977573019332,True
147,0.050331811878379866,0.00021664156504237712,0.02166415650423771,True
148,0.04724830601395133,0.00020336933200810215,0.020336933200810214,True
149,0.04557266358648658,0.00019615691933330028,0.01961569193333003,True
150,0.04360234269462726,0.0001876761318210301,0.01876761318210301,True
151,0.039907014525798944,0.00017177045213330897,0.017177045213330897,True
152,0.03894290079124649,0.00016762064904581045,0.016762064904581046,True
153,0.0371501767685317,0.0001599042859053683,0.01599042859053683,True
154,0.036503778649769135,0.0001571220157095814,0.01571220157095814,True
155,0.033098621912949225,0.00014246531138783336,0.014246531138783337,True
156,0.030308362587631112,0.00013045528980204854,0.013045528980204854,True
157,0.02780081352573995,0.00011966212871932591,0.01196621287193259,True
158,0.024782987470170846,0.0001066725991294923,0.01066725991294923,True
159,0.02410814911014154,0.00010376791453715838,0.010376791453715837,True
160,0.021509705958577856,9.258352100909205e-05,0.009258352100909206,True
161,0.021266461316311255,9.1536531083195e-05,0.0091536531083195,True
162,0.01931772896664046,8.314866642412961e-05,0.00831486664241296,True
163,0.01853349095321716,7.977309649622228e-05,0.007977309649622228,True
164,0.01806363086644117,7.775069315425511e-05,0.007775069315425511,True
165,0.016412437865569562,7.064351734345339e-05,0.007064351734345339,True
166,0.015401047311396333,6.629022219376528e-05,0.006629022219376527,True
167,0.013754807595876665,5.9204366646445e-05,0.0059204366646445,True
168,0.013285465435445327,5.718419259783516e-05,0.0057184192597835165,True
169,0.011066861441422,4.763472828218745e-05,0.004763472828218745,True
170,0.009552513736023721,4.1116571182885024e-05,0.004111657118288503,True
171,0.008675587311778723,3.734204557203457e-05,0.003734204557203457,True
172,0.00673284812390027,2.8979977082464977e-05,0.0028979977082464977,True
173,0.006344657115612871,2.7309099273138882e-05,0.002730909927313888,True
174,0.005853169193915997,2.519360395154937e-05,0.002519360395154937,True
175,1.6641821114625838e-15,7.163084412974385e-18,7.163084412974384e-16,False
176,1.5504071896779564e-15,6.67336675334482e-18,6.673366753344821e-16,False
177,1.544279404797315e-15,6.646991130110891e-18,6.646991130110891e-16,False
178,1.4378610122611677e-15,6.188937937747511e-18,6.188937937747511e-16,False
179,1.2804474049453976e-15,5.51138771701915e-18,5.51138771701915e-16,False
180,1.2704051646042042e-15,5.468163231691564e-18,5.468163231691564e-16,False
181,1.163160452026781e-15,5.006553337109705e-18,5.006553337109705e-16,False
182,1.114203003703507e-15,4.7958273999854095e-18,4.79582739998541e-16,False
183,1.017065115264896e-15,4.377719976650386e-18,4.377719976650386e-16,False
184,8.919387336561964e-16,3.839142601266003e-18,3.839142601266003e-16,False
185,8.776415020969069e-16,3.777603496966278e-18,3.777603496966278e-16,False
186,7.566026350640644e-16,3.25661987634254e-18,3.25661987634254e-16,False
187,6.86662593386231e-16,2.9555792516809937e-18,2.9555792516809935e-16,False
188,6.817912024167245e-16,2.9346114835005573e-18,2.9346114835005574e-16,False
189,4.842261588661329e-16,2.0842387543032062e-18,2.0842387543032063e-16,False
190,4.810642489158204e-16,2.0706290491367407e-18,2.0706290491367406e-16,False
191,4.2837116770087597e-16,1.8438239500297442e-18,1.8438239500297441e-16,False
192,4.170096955057931e-16,1.7949211383551758e-18,1.7949211383551757e-16,False
193,3.5800262259543893e-16,1.5409389321362117e-18,1.5409389321362117e-16,False
194,3.4372332846105266e-16,1.4794770353054582e-18,1.479477035305458e-16,False
195,3.1883855998014036e-16,1.3723663435137763e-18,1.3723663435137764e-16,False
196,2.62379160029149e-16,1.12935000235181e-18,1.1293500023518099e-16,False
197,2.0725998393126204e-16,8.921023427096991e-19,8.921023427096991e-17,False
198,1.8719704490372683e-16,8.057460930921079e-19,8.057460930921079e-17,False
199,1.296871408883595e-16,5.582081017829202e-19,5.582081017829202e-17,False
200,1.165925754310659e-16,5.018455936921574e-19,5.018455936921574e-17,False
201,7.780308394660454e-17,3.3488525928779684e-19,3.348852592877968e-17,False
202,0.0,0.0,0.0,False
203,0.0,0.0,0.0,False
204,0.0,0.0,0.0,False
205,0.0,0.0,0.0,False
206,0.0,0.0,0.0,False
207,0.0,0.0,0.0,False
208,0.0,0.0,0.0,False
209,0.0,0.0,0.0,False
210,0.0,0.0,0.0,False
211,0.0,0.0,0.0,False
212,0.0,0.0,0.0,False
213,0.0,0.0,0.0,False
214,0.0,0.0,0.0,False
215,0.0,0.0,0.0,False
216,0.0,0.0,0.0,False
217,0.0,0.0,0.0,False
218,0.0,0.0,0.0,False
219,0.0,0.0,0.0,False
220,0.0,0.0,0.0,False
221,0.0,0.0,0.0,False
222,0.0,0.0,0.0,False
223,0.0,0.0,0.0,False
224,0.0,0.0,0.0,False
225,0.0,0.0,0.0,False
226,0.0,0.0,0.0,False
227,0.0,0.0,0.0,False
228,0.0,0.0,0.0,False
229,0.0,0.0,0.0,False
230,0.0,0.0,0.0,False
231,0.0,0.0,0.0,False
