feature,ks_stat,p_value
alpha.terpinyl.isobutanoate,0.0875,0.25438687552104255
n.dodecanol,0.2,4.2197706776709616e-05
germacrene.D,0.1,0.13591413534720856
X.E..beta.ionone,0.0675,0.5708652482410211
valencene,0.36,8.515654129464636e-16
neryl.isobutanoate,0.0875,0.25438687552104255
E.methyl.isoeugenol,0.165,0.0013272765649306566
X.Z..dihydro.apofarnesal,0.1025,0.11866876494363714
butylated.hydroxytoluene,0.175,0.0005308357569488482
X.E..dihydro.apofarnesal,0.1975,5.520946369863485e-05
Z.nerolidol,0.4325,7.544315785501382e-23
X.E..ortho.methoxy.cinnamaldehyde,0.145,0.007041594267935141
alpha.calacorene,0.12,0.041750698523622023
E.nerolidol,0.1425,0.008542796491970425
dihydroisocaryophyllene.epoxide,0.1075,0.08954849691133762
caryophyllene.alcohol,0.115,0.05722994272855717
neryl.isovalerate,0.1325,0.017888195483849026
spathulenol,0.1475,0.005784485766244314
caryophyllene.oxide,0.1025,0.11866876494363714
humulene.epoxide.II,0.07,0.5237842108066766
alloaromadendrene.epoxide,0.08,0.3550125902842471
X1.10.di.epi.cubenol,0.0725,0.47833041734593434
isopropyl.laurate,0.1175,0.0489640305638351
caryophylla.4.12..8.13..dien.5.alpha.ol,0.135,0.014946353345597222
gamma.eudesmol,0.275,2.5968656979457667e-09
alpha.muurolol,0.11,0.07739524550093227
X1.2.dihydro.8.hydroxy..2E..linalool,0.1175,0.0489640305638351
tau.cadinol,0.06,0.7161848267754904
selin.11.en.4.alpha.ol,0.225,2.37058383418446e-06
alpha.eudesmol,0.145,0.007041594267935141
X14.hydroxy.9.epi..E..caryophyllene,0.0825,0.31887048886973485
tau.muurolol,0.105,0.10326023610216986
n.tetradecanol,0.08,0.3550125902842471
foeniculin,0.295,1.1368675236203857e-10
cadalene,0.13,0.02133663714307325
X2.3.dihydro.farnesol,0.1125,0.06666569367551337
X2E.6Z.farnesal,0.16,0.002056057037674531
caryophyllene.acetate,0.2325,9.334081275070552e-07
X14.hydroxy.alpha.humulene,0.1575,0.002545920584675947
X2Z.6E.farnesal,0.2325,9.334081275070552e-07
X2Z.6Z.farnesol,0.1775,0.0004185356623688195
X2Z.6E.farnesol,0.085,0.2853320095955398
ambroxide,0.135,0.014946353345597222
benzyl.benzoate,0.1125,0.06666569367551337
X2E.6E.methyl.farnesoate,0.3,5.0141468449795066e-11
ethyl.tetradecanoate,0.1,0.13591413534720856
X2.ethylhexylsalicylate,0.1775,0.0004185356623688195
isopropyl.tetradecanoate,0.1075,0.08954849691133762
ethyl.pentadecanoate,0.085,0.2853320095955398
methyl.hexadecanoate,0.1125,0.06666569367551337
Z.Z.geranyl.linalool,0.065,0.6190713161830892
ethyl.hexadecanoate,0.1275,0.02536381231922176
manool.oxide,0.0975,0.15513592446070518
X13.epi.manool.oxide,0.12,0.041750698523622023
isopropyl.hexadecanoate,0.245,1.839892503683708e-07
manool,0.135,0.014946353345597222
ethyl.octadecanoate,0.095,0.17647045720826873
ethyl.pentanoate,0.3675,1.8507127818953243e-16
X2.ethyl.3.methylpyrazine,0.41,1.6687787389791512e-20
esters_sum,0.0425,0.9672282978991504
aroma_hops_sum,,
acids_sum,0.04,0.9817438034331898
sulfur_sum,0.0725,0.47833041734593434
