feature,ks_stat,p_value
acetaldehyde,0.06,0.7161848267754904
CS2,0.445,3.254503288984146e-24
DES,0.0675,0.5708652482410211
DMS,0.035,0.9962936537490669
ethyl_2.methyl_butyrate,0.19,0.00012110415385776797
ethyl_acetate,0.075,0.4348842202177677
ethyl_decanoate,0.0975,0.15513592446070518
ethyl_hexanoate,0.0775,0.393718201317559
ethyl_isovalerate,0.1825,0.00025751020160872854
ethyl_octanoate,0.045,0.9468003718156517
ethyl_propionate,0.0525,0.8503140351383752
H2S,0.0775,0.393718201317559
isoamyl_alcohol,0.075,0.4348842202177677
isobutanol,0.0675,0.5708652482410211
isobutyl_acetate,0.075,0.4348842202177677
isopentyl_acetate,0.0475,0.9202562631263042
MeSH,0.0375,0.9910574454396103
octyl_acetate,0.235,6.793365147692429e-07
phenethyl_acetate,0.1025,0.11866876494363714
phenethyl_alcohol,0.0625,0.6677679087796531
X4VG,0.3225,1.0500119566085802e-12
SO2.mg.L.,0.065,0.6190713161830892
acetic_acid.g.L.,0.065,0.6190713161830892
ammonia.mg.L.,0.055,0.8084857415008071
color.EBC.,0.035,0.9962936537490669
betaglucan.mg.L.,0.0875,0.25438687552104255
lactic_acid.mg.L.,0.1175,0.0489640305638351
glycerol,0.035,0.9962936537490669
iron,0.0675,0.5708652482410211
pH,0.0575,0.7634242438698546
protein.g.L.,0.065,0.6190713161830892
bitterness,0.085,0.2853320095955398
GFS,0.0475,0.9202562631263042
ethanol..v.v.,0.125,0.030049214777110294
CO2.PSI.,0.0725,0.47833041734593434
unfermentables,0.0825,0.31887048886973485
kcalperc,0.05,0.8878743387468179
X1.propanol,0.085,0.2853320095955398
X2.3.butanedione,,
X3.methylbutanal,,
propylene.glycol,0.155,0.0031417486775911162
propyl.acetate,0.0975,0.15513592446070518
n.pentanol,0.0525,0.8503140351383752
X2.methyl.1.butanol,0.105,0.10326023610216986
isopentyl.formate,0.09,0.22598532664631668
ethyl.isobutyrate,0.17,0.0008451620190338401
X3.methyl.2.butenal,0.0575,0.7634242438698546
X2.methyltetrahydrofuran.3.one,0.5,9.052730306573787e-31
ethyl.butyrate,0.2,4.2197706776709616e-05
butyl.acetate,0.1175,0.0489640305638351
methylpyrazine,,
furfural,0.33,2.7069886059800647e-13
ethyl.lactate,0.3925,8.871297583414431e-19
X3Z.hexenol,0.425,4.733282090658373e-22
n.hexanol,0.19,0.00012110415385776797
styrene,0.265,1.1379283602422221e-08
X2.furanmethanol,0.15,0.004735656533395855
X3.methyl.2.hexanol,0.07,0.5237842108066766
X3.furanmethanol,0.0525,0.8503140351383752
X2.acetylfuran,0.0725,0.47833041734593434
X2.6.dimethyl.pyrazine,0.215,7.820358278708043e-06
amyl.acetate,,
ethyl.tiglate,0.0975,0.15513592446070518
benzaldehyde,0.3675,1.8507127818953243e-16
X5.methylfurfural,0.2175,5.833305728719634e-06
n.heptanol,0.045,0.9468003718156517
X1.octen.3.ol,0.0675,0.5708652482410211
X3.methylthio.propanol,0.1475,0.005784485766244314
isomaltol,0.1425,0.008542796491970425
X6.methyl.5.hepten.2.one,0.4225,8.658641148527635e-22
X2.pentyl.furan,0.135,0.014946353345597222
ethyl.hex..3E..enoate,0.06,0.7161848267754904
alpha.phellandrene,0.2675,7.907546340659783e-09
dehydroxy.cis.linalool.oxide,0.21,1.3909111049918432e-05
hexyl.acetate,0.1825,0.00025751020160872854
isopentyl.butanoate,0.1675,0.0010609497633024907
X2.ethyl.1.hexanol,0.1425,0.008542796491970425
beta.phellandrene,0.1675,0.0010609497633024907
limonene,0.4375,2.1725787602820942e-23
eucalyptol,0.3125,6.0741090703162054e-12
benzyl.alcohol,0.3875,2.6636631601762704e-18
ethyl.hex..2E..enoate,0.11,0.07739524550093227
phenylacetaldehyde,0.215,7.820358278708043e-06
X.E..beta.ocimene,0.375,3.8845725475963675e-17
prenyl.isobutyrate,0.1375,0.012446037426761309
ethyl.furoate,0.1175,0.0489640305638351
ortho.cresol,0.1425,0.008542796491970425
ethyl.5.methylhexanoate,0.07,0.5237842108066766
X2.acetylpyrrole,0.095,0.17647045720826873
isoamyl.lactate,0.065,0.6190713161830892
n.octanol,0.0425,0.9672282978991504
cis.linalool.oxide,0.2,4.2197706776709616e-05
meta.cymenene,0.4025,9.383029053607102e-20
terpinolene,0.0775,0.393718201317559
linalool,0.355,2.310935718924183e-15
nonan.2.ol,0.0675,0.5708652482410211
n.nonanal,0.2025,3.214080470404362e-05
X2.methyl.benzofuran,0.0525,0.8503140351383752
heptyl.acetate,0.0975,0.15513592446070518
X4.methyl.1.pentanol,0.1325,0.017888195483849026
neo.allo.ocimene,0.1675,0.0010609497633024907
x.methyl.1.octanol,0.16,0.002056057037674531
trans.dihydro.beta.terpineol,0.1725,0.0006709583192474076
cis.beta.terpineol,0.635,4.817407112692775e-51
y.methyl.1.octanol,0.225,2.37058383418446e-06
camphor,0.0975,0.15513592446070518
isobutyl.hexanoate,0.1275,0.02536381231922176
nerol.oxide,0.1075,0.08954849691133762
X.E..2.nonenal,0.455,2.4417442999961203e-25
cis.dihydro.beta.terpineol,0.435,4.0569152225584435e-23
X4.ethyl.phenol,0.07,0.5237842108066766
isoborneol,0.0675,0.5708652482410211
ethyl.benzoate,0.09,0.22598532664631668
n.nonanol,0.1325,0.017888195483849026
terpinen.4.ol,0.06,0.7161848267754904
diethyl.succinate,0.18,0.00032885998703444477
vinyl.caprylate,0.09,0.22598532664631668
X1.alpha.terpineol,0.2275,1.743632014755952e-06
ethyl..E..linalool,0.085,0.2853320095955398
ethyl.nicotinate,,
citronellol,0.3325,1.7100063804653984e-13
nerol,0.0775,0.393718201317559
hydroxy.methyl.furfural,0.11,0.07739524550093227
E.ocimenone,0.0575,0.7634242438698546
cumin.aldehyde,0.115,0.05722994272855717
ethyl.phenylacetate,0.165,0.0013272765649306566
isopentyl.hexanoate,0.0625,0.6677679087796531
geraniol,0.1325,0.017888195483849026
beta.cyclohomocitral,0.1825,0.00025751020160872854
E.cinnamaldehyde,0.095,0.17647045720826873
n.decanol,0.19,0.00012110415385776797
neryl.formate,0.09,0.22598532664631668
X4.ethyl.guaiacol,0.06,0.7161848267754904
X2.undecanone,0.1375,0.012446037426761309
trans.dihydro.alpha.terpinyl.acetate,0.0475,0.9202562631263042
terpinen.4.ol.acetate,0.0775,0.393718201317559
X2.undecanol,0.1025,0.11866876494363714
delta.terpinyl.acetate,0.0775,0.393718201317559
X.E.E..2.4.decadienal,0.4075,2.9793621192972874e-20
methyl.geranate,0.0825,0.31887048886973485
car.3.en.2.one,0.095,0.17647045720826873
dimethoxy..E..citral,0.1425,0.008542796491970425
X2.butyloctanoate,0.0775,0.393718201317559
X4.methoxysalicylaldehyde,0.08,0.3550125902842471
ethyl.hydrocinnamate,0.1175,0.0489640305638351
eugenol,0.48,2.794130891168041e-28
gamma.nonalactone,0.485,6.845210352961305e-29
methyl.para.anisate,0.0625,0.6677679087796531
X.E..beta.damascenone,0.495,3.8967715307051046e-30
ethyl..9..decenoate,0.11,0.07739524550093227
vanillin,0.07,0.5237842108066766
geosmin,0.3025,3.311707318175834e-11
dodecanal,0.105,0.10326023610216986
X4.8.alpha.epoxy.caryophyllane,0.145,0.007041594267935141
E.caryophyllene,0.5125,2.176441618319111e-32
X.E..alpha.ionone,0.12,0.041750698523622023
perillyl.acetate,0.1,0.13591413534720856
beta.humulene,0.38,1.3455433457331859e-17
X2.phenyl.ethyl.butyrate,0.0925,0.20004736274388757
X.Z..beta.farnesene,0.105,0.10326023610216986
pentyl.octanoate,0.085,0.2853320095955398
X.E..beta.farnesene,0.145,0.007041594267935141
X2.methylbutyl.octanoate,0.08,0.3550125902842471
alpha.humulene,0.45,8.989752509646755e-25
neryl.propanoate,0.1525,0.003863813477929572
X9.epi..E..caryophyllene,0.135,0.014946353345597222
ethyl..E..cinnamate,0.08,0.3550125902842471
linalool.isovalerate,0.125,0.030049214777110294
