feature,ks_stat,p_value
acetaldehyde,0.0625,0.6677679087796531
CS2,0.04,0.9817438034331898
DES,0.1275,0.02536381231922176
DMS,0.0325,0.9987683191704525
ethyl_2.methyl_butyrate,0.3925,8.871297583414431e-19
ethyl_acetate,0.04,0.9817438034331898
ethyl_decanoate,0.03,0.9996962266099569
ethyl_hexanoate,0.05,0.8878743387468179
ethyl_isovalerate,0.03,0.9996962266099569
ethyl_octanoate,0.055,0.8084857415008071
ethyl_propionate,0.025,0.9999954890545343
H2S,0.0575,0.7634242438698546
isoamyl_alcohol,0.04,0.9817438034331898
isobutanol,0.0275,0.9999503768313441
isobutyl_acetate,0.04,0.9817438034331898
isopentyl_acetate,0.0575,0.7634242438698546
MeSH,0.0475,0.9202562631263042
octyl_acetate,0.065,0.6190713161830892
phenethyl_acetate,0.04,0.9817438034331898
phenethyl_alcohol,0.055,0.8084857415008071
X4VG,0.0325,0.9987683191704525
SO2.mg.L.,0.055,0.8084857415008071
acetic_acid.g.L.,0.0525,0.8503140351383752
ammonia.mg.L.,0.0375,0.9910574454396103
color.EBC.,0.035,0.9962936537490669
betaglucan.mg.L.,0.04,0.9817438034331898
lactic_acid.mg.L.,0.0425,0.9672282978991504
glycerol,0.0475,0.9202562631263042
iron,0.06,0.7161848267754904
pH,0.0425,0.9672282978991504
protein.g.L.,0.0425,0.9672282978991504
bitterness,0.0325,0.9987683191704525
GFS,0.065,0.6190713161830892
ethanol..v.v.,0.0475,0.9202562631263042
CO2.PSI.,0.0675,0.5708652482410211
unfermentables,0.0225,0.9999998266852096
kcalperc,0.03,0.9996962266099569
X1.propanol,0.0675,0.5708652482410211
X2.3.butanedione,,
X3.methylbutanal,,
propylene.glycol,0.0525,0.8503140351383752
propyl.acetate,0.05,0.8878743387468179
n.pentanol,0.045,0.9468003718156517
X2.methyl.1.butanol,0.0425,0.9672282978991504
isopentyl.formate,0.04,0.9817438034331898
ethyl.isobutyrate,0.0375,0.9910574454396103
X3.methyl.2.butenal,0.0625,0.6677679087796531
X2.methyltetrahydrofuran.3.one,0.045,0.9468003718156517
ethyl.butyrate,0.0325,0.9987683191704525
butyl.acetate,0.0325,0.9987683191704525
methylpyrazine,,
furfural,0.025,0.9999954890545343
ethyl.lactate,0.02,0.9999999982254489
X3Z.hexenol,0.05,0.8878743387468179
n.hexanol,0.0325,0.9987683191704525
styrene,0.0375,0.9910574454396103
X2.furanmethanol,0.06,0.7161848267754904
X3.methyl.2.hexanol,0.0425,0.9672282978991504
X3.furanmethanol,0.0275,0.9999503768313441
X2.acetylfuran,0.055,0.8084857415008071
X2.6.dimethyl.pyrazine,0.035,0.9962936537490669
amyl.acetate,,
ethyl.tiglate,0.0425,0.9672282978991504
benzaldehyde,0.085,0.2853320095955398
X5.methylfurfural,0.11,0.07739524550093227
n.heptanol,0.0775,0.393718201317559
X1.octen.3.ol,0.0375,0.9910574454396103
X3.methylthio.propanol,0.035,0.9962936537490669
isomaltol,0.0425,0.9672282978991504
X6.methyl.5.hepten.2.one,0.03,0.9996962266099569
X2.pentyl.furan,0.065,0.6190713161830892
ethyl.hex..3E..enoate,0.035,0.9962936537490669
alpha.phellandrene,0.025,0.9999954890545343
dehydroxy.cis.linalool.oxide,0.05,0.8878743387468179
hexyl.acetate,0.0475,0.9202562631263042
isopentyl.butanoate,0.0325,0.9987683191704525
X2.ethyl.1.hexanol,0.0625,0.6677679087796531
beta.phellandrene,0.0575,0.7634242438698546
limonene,0.0225,0.9999998266852096
eucalyptol,0.0725,0.47833041734593434
benzyl.alcohol,0.0275,0.9999503768313441
ethyl.hex..2E..enoate,0.0525,0.8503140351383752
phenylacetaldehyde,0.0275,0.9999503768313441
X.E..beta.ocimene,0.055,0.8084857415008071
prenyl.isobutyrate,0.0375,0.9910574454396103
ethyl.furoate,0.04,0.9817438034331898
ortho.cresol,0.0475,0.9202562631263042
ethyl.5.methylhexanoate,0.0425,0.9672282978991504
X2.acetylpyrrole,0.0375,0.9910574454396103
isoamyl.lactate,0.065,0.6190713161830892
n.octanol,0.07,0.5237842108066766
cis.linalool.oxide,0.0625,0.6677679087796531
meta.cymenene,0.02,0.9999999982254489
terpinolene,0.0525,0.8503140351383752
linalool,0.04,0.9817438034331898
nonan.2.ol,0.0425,0.9672282978991504
n.nonanal,0.04,0.9817438034331898
X2.methyl.benzofuran,0.05,0.8878743387468179
heptyl.acetate,0.035,0.9962936537490669
X4.methyl.1.pentanol,0.0575,0.7634242438698546
neo.allo.ocimene,0.0925,0.20004736274388757
x.methyl.1.octanol,0.0325,0.9987683191704525
trans.dihydro.beta.terpineol,0.0425,0.9672282978991504
cis.beta.terpineol,0.635,4.817407112692775e-51
y.methyl.1.octanol,0.04,0.9817438034331898
camphor,0.045,0.9468003718156517
isobutyl.hexanoate,0.06,0.7161848267754904
nerol.oxide,0.0275,0.9999503768313441
X.E..2.nonenal,0.07,0.5237842108066766
cis.dihydro.beta.terpineol,0.0325,0.9987683191704525
X4.ethyl.phenol,0.035,0.9962936537490669
isoborneol,0.075,0.4348842202177677
ethyl.benzoate,0.0375,0.9910574454396103
n.nonanol,0.0425,0.9672282978991504
terpinen.4.ol,0.0425,0.9672282978991504
diethyl.succinate,0.0375,0.9910574454396103
vinyl.caprylate,0.0375,0.9910574454396103
X1.alpha.terpineol,0.0275,0.9999503768313441
ethyl..E..linalool,0.045,0.9468003718156517
ethyl.nicotinate,,
citronellol,0.05,0.8878743387468179
nerol,0.0475,0.9202562631263042
hydroxy.methyl.furfural,0.06,0.7161848267754904
E.ocimenone,0.0675,0.5708652482410211
cumin.aldehyde,0.05,0.8878743387468179
ethyl.phenylacetate,0.0525,0.8503140351383752
isopentyl.hexanoate,0.025,0.9999954890545343
geraniol,0.0425,0.9672282978991504
beta.cyclohomocitral,0.06,0.7161848267754904
E.cinnamaldehyde,0.025,0.9999954890545343
n.decanol,0.035,0.9962936537490669
neryl.formate,0.035,0.9962936537490669
X4.ethyl.guaiacol,0.03,0.9996962266099569
X2.undecanone,0.035,0.9962936537490669
trans.dihydro.alpha.terpinyl.acetate,0.0375,0.9910574454396103
terpinen.4.ol.acetate,0.0525,0.8503140351383752
X2.undecanol,0.0525,0.8503140351383752
delta.terpinyl.acetate,0.0325,0.9987683191704525
X.E.E..2.4.decadienal,0.0325,0.9987683191704525
methyl.geranate,0.035,0.9962936537490669
car.3.en.2.one,0.0575,0.7634242438698546
dimethoxy..E..citral,0.07,0.5237842108066766
X2.butyloctanoate,0.12,0.041750698523622023
X4.methoxysalicylaldehyde,0.02,0.9999999982254489
ethyl.hydrocinnamate,0.0575,0.7634242438698546
eugenol,0.0675,0.5708652482410211
gamma.nonalactone,0.05,0.8878743387468179
methyl.para.anisate,0.0425,0.9672282978991504
X.E..beta.damascenone,0.0275,0.9999503768313441
ethyl..9..decenoate,0.0425,0.9672282978991504
vanillin,0.05,0.8878743387468179
geosmin,0.05,0.8878743387468179
dodecanal,0.03,0.9996962266099569
X4.8.alpha.epoxy.caryophyllane,0.0375,0.9910574454396103
E.caryophyllene,0.05,0.8878743387468179
X.E..alpha.ionone,0.0575,0.7634242438698546
perillyl.acetate,0.045,0.9468003718156517
beta.humulene,0.0225,0.9999998266852096
X2.phenyl.ethyl.butyrate,0.0375,0.9910574454396103
X.Z..beta.farnesene,0.045,0.9468003718156517
pentyl.octanoate,0.04,0.9817438034331898
X.E..beta.farnesene,0.03,0.9996962266099569
X2.methylbutyl.octanoate,0.04,0.9817438034331898
alpha.humulene,0.0475,0.9202562631263042
neryl.propanoate,0.065,0.6190713161830892
X9.epi..E..caryophyllene,0.0325,0.9987683191704525
ethyl..E..cinnamate,0.045,0.9468003718156517
linalool.isovalerate,0.1525,0.003863813477929572
alpha.terpinyl.isobutanoate,0.0725,0.47833041734593434
n.dodecanol,0.025,0.9999954890545343
germacrene.D,0.0575,0.7634242438698546
X.E..beta.ionone,0.0325,0.9987683191704525
valencene,0.025,0.9999954890545343
neryl.isobutanoate,0.0525,0.8503140351383752
E.methyl.isoeugenol,0.0625,0.6677679087796531
X.Z..dihydro.apofarnesal,0.03,0.9996962266099569
butylated.hydroxytoluene,0.035,0.9962936537490669
X.E..dihydro.apofarnesal,0.0775,0.393718201317559
Z.nerolidol,0.065,0.6190713161830892
X.E..ortho.methoxy.cinnamaldehyde,0.055,0.8084857415008071
alpha.calacorene,0.0475,0.9202562631263042
E.nerolidol,0.035,0.9962936537490669
dihydroisocaryophyllene.epoxide,0.04,0.9817438034331898
caryophyllene.alcohol,0.0425,0.9672282978991504
neryl.isovalerate,0.0425,0.9672282978991504
spathulenol,0.0325,0.9987683191704525
caryophyllene.oxide,0.04,0.9817438034331898
humulene.epoxide.II,0.0525,0.8503140351383752
alloaromadendrene.epoxide,0.075,0.4348842202177677
X1.10.di.epi.cubenol,0.05,0.8878743387468179
isopropyl.laurate,0.035,0.9962936537490669
caryophylla.4.12..8.13..dien.5.alpha.ol,0.04,0.9817438034331898
gamma.eudesmol,0.045,0.9468003718156517
alpha.muurolol,0.0725,0.47833041734593434
X1.2.dihydro.8.hydroxy..2E..linalool,0.0175,0.9999999999978428
tau.cadinol,0.04,0.9817438034331898
selin.11.en.4.alpha.ol,0.0525,0.8503140351383752
alpha.eudesmol,0.0575,0.7634242438698546
X14.hydroxy.9.epi..E..caryophyllene,0.0475,0.9202562631263042
tau.muurolol,0.2,4.2197706776709616e-05
n.tetradecanol,0.06,0.7161848267754904
foeniculin,0.02,0.9999999982254489
cadalene,0.045,0.9468003718156517
X2.3.dihydro.farnesol,0.03,0.9996962266099569
X2E.6Z.farnesal,0.0575,0.7634242438698546
caryophyllene.acetate,0.035,0.9962936537490669
X14.hydroxy.alpha.humulene,0.0425,0.9672282978991504
X2Z.6E.farnesal,0.0375,0.9910574454396103
X2Z.6Z.farnesol,0.025,0.9999954890545343
X2Z.6E.farnesol,0.0575,0.7634242438698546
ambroxide,0.0475,0.9202562631263042
benzyl.benzoate,0.0825,0.31887048886973485
X2E.6E.methyl.farnesoate,0.3,5.0141468449795066e-11
ethyl.tetradecanoate,0.0325,0.9987683191704525
X2.ethylhexylsalicylate,0.0225,0.9999998266852096
isopropyl.tetradecanoate,0.0425,0.9672282978991504
ethyl.pentadecanoate,0.05,0.8878743387468179
methyl.hexadecanoate,0.0275,0.9999503768313441
Z.Z.geranyl.linalool,0.0575,0.7634242438698546
ethyl.hexadecanoate,0.0475,0.9202562631263042
manool.oxide,0.04,0.9817438034331898
X13.epi.manool.oxide,0.0425,0.9672282978991504
isopropyl.hexadecanoate,0.05,0.8878743387468179
manool,0.04,0.9817438034331898
ethyl.octadecanoate,0.0475,0.9202562631263042
ethyl.pentanoate,0.04,0.9817438034331898
X2.ethyl.3.methylpyrazine,0.0425,0.9672282978991504
esters_sum,0.0625,0.6677679087796531
aroma_hops_sum,,
acids_sum,0.0525,0.8503140351383752
sulfur_sum,0.06,0.7161848267754904
