feature,ks_stat,p_value
acetaldehyde,0.0375,0.9910574454396103
CS2,0.015,1.0
DES,0.1175,0.0489640305638351
DMS,0.0675,0.5708652482410211
ethyl_2.methyl_butyrate,0.3575,1.405515040248195e-15
ethyl_acetate,0.025,0.9999954890545343
ethyl_decanoate,0.0675,0.5708652482410211
ethyl_hexanoate,0.0275,0.9999503768313441
ethyl_isovalerate,0.035,0.9962936537490669
ethyl_octanoate,0.04,0.9817438034331898
ethyl_propionate,0.0275,0.9999503768313441
H2S,0.025,0.9999954890545343
isoamyl_alcohol,0.035,0.9962936537490669
isobutanol,0.04,0.9817438034331898
isobutyl_acetate,0.03,0.9996962266099569
isopentyl_acetate,0.0525,0.8503140351383752
MeSH,0.065,0.6190713161830892
octyl_acetate,0.0425,0.9672282978991504
phenethyl_acetate,0.0525,0.8503140351383752
phenethyl_alcohol,0.0425,0.9672282978991504
X4VG,0.0225,0.9999998266852096
SO2.mg.L.,0.055,0.8084857415008071
acetic_acid.g.L.,0.0425,0.9672282978991504
ammonia.mg.L.,0.04,0.9817438034331898
color.EBC.,0.025,0.9999954890545343
betaglucan.mg.L.,0.0325,0.9987683191704525
lactic_acid.mg.L.,0.0575,0.7634242438698546
glycerol,0.0375,0.9910574454396103
iron,0.06,0.7161848267754904
pH,0.0675,0.5708652482410211
protein.g.L.,0.04,0.9817438034331898
bitterness,0.06,0.7161848267754904
GFS,0.055,0.8084857415008071
ethanol..v.v.,0.0575,0.7634242438698546
CO2.PSI.,0.0625,0.6677679087796531
unfermentables,0.0525,0.8503140351383752
kcalperc,0.03,0.9996962266099569
X1.propanol,0.0375,0.9910574454396103
X2.3.butanedione,,
X3.methylbutanal,,
propylene.glycol,0.0375,0.9910574454396103
propyl.acetate,0.035,0.9962936537490669
n.pentanol,0.04,0.9817438034331898
X2.methyl.1.butanol,0.025,0.9999954890545343
isopentyl.formate,0.0375,0.9910574454396103
ethyl.isobutyrate,0.0275,0.9999503768313441
X3.methyl.2.butenal,0.0225,0.9999998266852096
X2.methyltetrahydrofuran.3.one,0.0225,0.9999998266852096
ethyl.butyrate,0.035,0.9962936537490669
butyl.acetate,0.0425,0.9672282978991504
methylpyrazine,,
furfural,0.0375,0.9910574454396103
ethyl.lactate,0.0425,0.9672282978991504
X3Z.hexenol,0.0375,0.9910574454396103
n.hexanol,0.04,0.9817438034331898
styrene,0.0325,0.9987683191704525
X2.furanmethanol,0.03,0.9996962266099569
X3.methyl.2.hexanol,0.04,0.9817438034331898
X3.furanmethanol,0.04,0.9817438034331898
X2.acetylfuran,0.025,0.9999954890545343
X2.6.dimethyl.pyrazine,0.0225,0.9999998266852096
amyl.acetate,,
ethyl.tiglate,0.055,0.8084857415008071
benzaldehyde,0.0375,0.9910574454396103
X5.methylfurfural,0.025,0.9999954890545343
n.heptanol,0.0425,0.9672282978991504
X1.octen.3.ol,0.0475,0.9202562631263042
X3.methylthio.propanol,0.0225,0.9999998266852096
isomaltol,0.0375,0.9910574454396103
X6.methyl.5.hepten.2.one,0.0125,1.0
X2.pentyl.furan,0.0475,0.9202562631263042
ethyl.hex..3E..enoate,0.0325,0.9987683191704525
alpha.phellandrene,0.035,0.9962936537490669
dehydroxy.cis.linalool.oxide,0.025,0.9999954890545343
hexyl.acetate,0.03,0.9996962266099569
isopentyl.butanoate,0.065,0.6190713161830892
X2.ethyl.1.hexanol,0.02,0.9999999982254489
beta.phellandrene,0.0475,0.9202562631263042
limonene,0.0175,0.9999999999978428
eucalyptol,0.035,0.9962936537490669
benzyl.alcohol,0.065,0.6190713161830892
ethyl.hex..2E..enoate,0.0275,0.9999503768313441
phenylacetaldehyde,0.0425,0.9672282978991504
X.E..beta.ocimene,0.035,0.9962936537490669
prenyl.isobutyrate,0.0425,0.9672282978991504
ethyl.furoate,0.0575,0.7634242438698546
ortho.cresol,0.035,0.9962936537490669
ethyl.5.methylhexanoate,0.045,0.9468003718156517
X2.acetylpyrrole,0.0375,0.9910574454396103
isoamyl.lactate,0.065,0.6190713161830892
n.octanol,0.0375,0.9910574454396103
cis.linalool.oxide,0.045,0.9468003718156517
meta.cymenene,0.03,0.9996962266099569
terpinolene,0.0475,0.9202562631263042
linalool,0.045,0.9468003718156517
nonan.2.ol,0.03,0.9996962266099569
n.nonanal,0.0525,0.8503140351383752
X2.methyl.benzofuran,0.035,0.9962936537490669
heptyl.acetate,0.03,0.9996962266099569
X4.methyl.1.pentanol,0.0425,0.9672282978991504
neo.allo.ocimene,0.035,0.9962936537490669
x.methyl.1.octanol,0.0525,0.8503140351383752
trans.dihydro.beta.terpineol,0.025,0.9999954890545343
cis.beta.terpineol,0.635,4.817407112692775e-51
y.methyl.1.octanol,0.0375,0.9910574454396103
