feature,ks_stat,p_value
camphor,0.04,0.9817438034331898
isobutyl.hexanoate,0.0375,0.9910574454396103
nerol.oxide,0.0325,0.9987683191704525
X.E..2.nonenal,0.055,0.8084857415008071
cis.dihydro.beta.terpineol,0.03,0.9996962266099569
X4.ethyl.phenol,0.0375,0.9910574454396103
isoborneol,0.035,0.9962936537490669
ethyl.benzoate,0.03,0.9996962266099569
n.nonanol,0.0425,0.9672282978991504
terpinen.4.ol,0.04,0.9817438034331898
diethyl.succinate,0.0725,0.47833041734593434
vinyl.caprylate,0.0275,0.9999503768313441
X1.alpha.terpineol,0.0375,0.9910574454396103
ethyl..E..linalool,0.0325,0.9987683191704525
ethyl.nicotinate,,
citronellol,0.0575,0.7634242438698546
nerol,0.03,0.9996962266099569
hydroxy.methyl.furfural,0.03,0.9996962266099569
E.ocimenone,0.0325,0.9987683191704525
cumin.aldehyde,0.0425,0.9672282978991504
ethyl.phenylacetate,0.0475,0.9202562631263042
isopentyl.hexanoate,0.05,0.8878743387468179
geraniol,0.04,0.9817438034331898
beta.cyclohomocitral,0.0375,0.9910574454396103
E.cinnamaldehyde,0.0525,0.8503140351383752
n.decanol,0.0325,0.9987683191704525
neryl.formate,0.04,0.9817438034331898
X4.ethyl.guaiacol,0.0375,0.9910574454396103
X2.undecanone,0.035,0.9962936537490669
trans.dihydro.alpha.terpinyl.acetate,0.04,0.9817438034331898
terpinen.4.ol.acetate,0.0625,0.6677679087796531
X2.undecanol,0.06,0.7161848267754904
delta.terpinyl.acetate,0.04,0.9817438034331898
X.E.E..2.4.decadienal,0.0475,0.9202562631263042
methyl.geranate,0.0575,0.7634242438698546
car.3.en.2.one,0.035,0.9962936537490669
dimethoxy..E..citral,0.03,0.9996962266099569
X2.butyloctanoate,0.115,0.05722994272855717
X4.methoxysalicylaldehyde,0.0275,0.9999503768313441
ethyl.hydrocinnamate,0.0475,0.9202562631263042
eugenol,0.0325,0.9987683191704525
gamma.nonalactone,0.0375,0.9910574454396103
methyl.para.anisate,0.0375,0.9910574454396103
X.E..beta.damascenone,0.065,0.6190713161830892
ethyl..9..decenoate,0.03,0.9996962266099569
vanillin,0.04,0.9817438034331898
geosmin,0.0225,0.9999998266852096
dodecanal,0.0325,0.9987683191704525
X4.8.alpha.epoxy.caryophyllane,0.02,0.9999999982254489
E.caryophyllene,0.06,0.7161848267754904
X.E..alpha.ionone,0.0525,0.8503140351383752
perillyl.acetate,0.0375,0.9910574454396103
beta.humulene,0.045,0.9468003718156517
X2.phenyl.ethyl.butyrate,0.045,0.9468003718156517
X.Z..beta.farnesene,0.04,0.9817438034331898
pentyl.octanoate,0.04,0.9817438034331898
X.E..beta.farnesene,0.0575,0.7634242438698546
X2.methylbutyl.octanoate,0.0325,0.9987683191704525
alpha.humulene,0.0425,0.9672282978991504
neryl.propanoate,0.0275,0.9999503768313441
X9.epi..E..caryophyllene,0.06,0.7161848267754904
ethyl..E..cinnamate,0.0325,0.9987683191704525
linalool.isovalerate,0.15,0.004735656533395855
alpha.terpinyl.isobutanoate,0.0475,0.9202562631263042
n.dodecanol,0.035,0.9962936537490669
germacrene.D,0.0275,0.9999503768313441
X.E..beta.ionone,0.0275,0.9999503768313441
valencene,0.0175,0.9999999999978428
neryl.isobutanoate,0.035,0.9962936537490669
E.methyl.isoeugenol,0.0475,0.9202562631263042
X.Z..dihydro.apofarnesal,0.05,0.8878743387468179
butylated.hydroxytoluene,0.0425,0.9672282978991504
X.E..dihydro.apofarnesal,0.0375,0.9910574454396103
Z.nerolidol,0.025,0.9999954890545343
X.E..ortho.methoxy.cinnamaldehyde,0.0275,0.9999503768313441
alpha.calacorene,0.0425,0.9672282978991504
E.nerolidol,0.0225,0.9999998266852096
dihydroisocaryophyllene.epoxide,0.0425,0.9672282978991504
caryophyllene.alcohol,0.0575,0.7634242438698546
neryl.isovalerate,0.0275,0.9999503768313441
spathulenol,0.0275,0.9999503768313441
caryophyllene.oxide,0.0625,0.6677679087796531
humulene.epoxide.II,0.055,0.8084857415008071
alloaromadendrene.epoxide,0.0425,0.9672282978991504
X1.10.di.epi.cubenol,0.04,0.9817438034331898
isopropyl.laurate,0.045,0.9468003718156517
caryophylla.4.12..8.13..dien.5.alpha.ol,0.045,0.9468003718156517
gamma.eudesmol,0.045,0.9468003718156517
alpha.muurolol,0.0575,0.7634242438698546
X1.2.dihydro.8.hydroxy..2E..linalool,0.0325,0.9987683191704525
tau.cadinol,0.04,0.9817438034331898
selin.11.en.4.alpha.ol,0.035,0.9962936537490669
alpha.eudesmol,0.0475,0.9202562631263042
X14.hydroxy.9.epi..E..caryophyllene,0.0275,0.9999503768313441
tau.muurolol,0.165,0.0013272765649306566
n.tetradecanol,0.0325,0.9987683191704525
foeniculin,0.02,0.9999999982254489
cadalene,0.02,0.9999999982254489
X2.3.dihydro.farnesol,0.045,0.9468003718156517
X2E.6Z.farnesal,0.035,0.9962936537490669
caryophyllene.acetate,0.035,0.9962936537490669
X14.hydroxy.alpha.humulene,0.055,0.8084857415008071
X2Z.6E.farnesal,0.0325,0.9987683191704525
X2Z.6Z.farnesol,0.05,0.8878743387468179
X2Z.6E.farnesol,0.0275,0.9999503768313441
ambroxide,0.045,0.9468003718156517
benzyl.benzoate,0.0325,0.9987683191704525
X2E.6E.methyl.farnesoate,0.3,5.0141468449795066e-11
ethyl.tetradecanoate,0.03,0.9996962266099569
X2.ethylhexylsalicylate,0.025,0.9999954890545343
isopropyl.tetradecanoate,0.06,0.7161848267754904
ethyl.pentadecanoate,0.0275,0.9999503768313441
methyl.hexadecanoate,0.035,0.9962936537490669
Z.Z.geranyl.linalool,0.035,0.9962936537490669
ethyl.hexadecanoate,0.0275,0.9999503768313441
manool.oxide,0.025,0.9999954890545343
X13.epi.manool.oxide,0.0525,0.8503140351383752
isopropyl.hexadecanoate,0.03,0.9996962266099569
manool,0.035,0.9962936537490669
ethyl.octadecanoate,0.025,0.9999954890545343
ethyl.pentanoate,0.045,0.9468003718156517
X2.ethyl.3.methylpyrazine,0.0475,0.9202562631263042
esters_sum,0.0375,0.9910574454396103
aroma_hops_sum,,
acids_sum,0.055,0.8084857415008071
sulfur_sum,0.0525,0.8503140351383752
